name,url,short_description,ticket_price,ticket_price_conditions,opening_hours,payment_methods,address,visiting_services,ticket_price_raw,city,category,lat,lng,Tourpedia_id
Grotte de Pair-non-Pair,https://www.pair-non-pair.fr/,"Discover the Grotte de Pair-non-Pair, one of the oldest ornately decorated caves in the world.",13.0,Free for those under 26 years old,"The cave is open only during guided tours. Online booking of a visit time is required.  Find out more
ONLINE TICKETING
The reception, the museum space and the shop are open
June 1st to September 30th
9:30 AM - 12:30 PM and 2:00 PM - 6:30 PM
October 1st to May 31st
9:30 AM - 12:30 PM and 2:00 PM - 5:30 PM
Closed on Mondays, January 1st, May 1st and December 25th.",cash | bank cards | cheques | culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"2, Chemin de Pair-non-Pair, 33710 Prignac et Marcamps",,Price: 13 €,,,45.0396,-0.5019,
Domaine national du château de Coucy,https://www.chateau-coucy.fr/,"Near Soissons, discover the impressive remains of the fortified castle of Coucy!",7.0,Free for under 26s,"Open every day
From September 5th to April 30th
10am - 1pm and 2pm - 5:30pm
From May 2nd to September 4th
10am - 1pm and 2pm - 6:30pm
Attention: Last access to the monument 45 minutes before closing.
Closed on January 1st, May 1st and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop) | passion monuments,"Rue du château, 02380 Coucy le Château Auffrique","Dogs are allowed only on a leash in the park | Strollers are allowed in the castle | Photos are allowed in the castle | Toilets | No climbing walls, no climbing on stones | Approximately 40 steps (terrace tour, cellar room)",Price: 7 €,,,49.5203,3.3212,
Domaine national de Saint-Cloud,https://www.domaine-saint-cloud.fr/,"Just outside of Paris, visit 460 hectares of animated gardens with fountains and sculptures.",0.0,,"March, April, September, October
7:30 AM - 8:50 PM
May to August
7:30 AM - 9:50 PM
November to February
7:30 AM - 7:50 PM",Coins | Bank cards | Cheques,"1 avenue de la grille d'honneur, 92210 Saint-Cloud","Dogs are allowed in the domain on a leash | Picnics are allowed | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outdoors where children and adolescents may be present or exposed, such as parks and public gardens, become smoke-free areas.",Price: Free,,,48.83375,2.196465,
Cloître de la cathédrale de Fréjus,https://www.cloitre-frejus.fr/,"Visit the cloister of Saint-Léonce Cathedral, built in the 13th century, and admire its astonishing painted ceiling adorned with a unique bestiary.",7.0,Free for those under 26 years old,"From April 28th to July 31st
10am - 6pm
From September 1st to April 27th
10am - 1pm and 2pm - 5pm
Closed on Mondays
Note: Last access to the monument 30 minutes before closing time.
December 24th and 31st, the monument closes at 4pm.
Closed on January 1st, May 1st, November 1st and 11th, and December 25th",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"58, rue du Cardinal Fleury, 83600 Fréjus","Animals (except therapeutic dogs or guide dogs for the blind) are prohibited within the monument's grounds. | Smoking is prohibited throughout the site, both indoors and outdoors. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, are now smoke-free.",Price: 7 €,,,43.4332,6.737,
Château de Gramont,https://www.chateau-gramont.fr/,Discover a beautiful Renaissance dwelling overlooking the hills of Gascony.,7.0,Free for under 26s,"From January 1st to March 31st
Weekends and school holidays: 10am - 12:30pm and 2pm - 5:30pm
Outside school holidays: Tuesday to Friday by reservation
From April 1st to April 30th
10am - 12:30pm and 2pm - 5:30pm
From May 1st to May 31st
10am - 12:30pm and 2pm - 6:30pm
From September 1st to October 31st
10am - 12:30pm and 2pm - 5:30pm
From November 1st to December 31st
Weekends and school holidays: 10am - 12:30pm and 2pm - 5:30pm
Outside school holidays: Tuesday to Friday by reservation
Closed every Monday throughout the year.
Last access to the monument, 45 minutes before closing.
Closed on January 1st, May 1st, November 1st and 11th, and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"5 place du château, 82 120 GRAMONT","Dogs are not allowed within the castle grounds. | Strollers are allowed in the park, not allowed in the castle. | Photography is allowed in the castle without flash. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument (in application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, are becoming non-smoking areas.)",Price: 7 €,,,43.9366,0.7676,
Abbaye du Mont-Saint-Michel,https://www.abbaye-mont-saint-michel.fr/,"Discover the Abbey of Mont-Saint-Michel, one of the first sites inscribed on the UNESCO World Heritage List.",13.0,Free for under 26s,"From May 1st to December 31st
9am - 7pm
From September 1st to April 30th
9:30am - 6pm
The abbey is closed on January 1st, May 1st and December 25th.
The abbey is exceptionally closed on October 5th, 2025, for the visit, but open to music as part of the Festival Via Aeterna.
Note:
Last entry allowed 1 hour before closing.
Last group slot accessible by reservation 1.5 hours before closing.
Last tablet collection 1.5 hours before closing.
Minors must be accompanied by a responsible adult to enter and visit the abbey.
The village of Mont-Saint-Michel is a commune and therefore accessible freely without ticket, reservation or time constraints.",,50170 Le Mont-Saint-Michel,"The entrance ticket gives access to the entire open areas for visit, including temporary exhibitions | Due to its location at the top of the rock and the large number of steps, access to the abbey requires a good state of health. The monument is difficult to access for people with disabilities, people suffering from certain pathologies and strollers. We thank you for the latter to access the abbey. | Some outdoor areas may be closed in case of bad weather conditions | Free toilets at the beginning and in the middle of the route, equipped with changing tables | Attention! For maintenance reasons, the number of toilets at the beginning of the route is limited until the end of August 2025. We thank you for your understanding. | A bookstore-shop is accessible with or without entrance ticket | Pets are not allowed, including in a carrying bag | Smoking is prohibited throughout the site, both indoors and outdoors of the monument: in application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor spaces where children and adolescents may be present or exposed, such as parks and public gardens, become smoke-free areas. | We thank you for not eating within the walls of the monument, both indoors and outdoors.",Price: 13€,,,48.636,-1.5114,
Château de Rambouillet,https://www.chateau-rambouillet.fr/,"Enter into the intimacy of one of the princes', kings', and presidents' favorite stays.",11.0,Free for under 26s,"The Château, the Laiterie de la Reine (Queen’s Dairy) and the Chaumière (Willow Walk) are open every day except Tuesdays.
Closed on January 1st, May 1st and December 25th.
Château Hours
April 1st to September 30th
10h - 12h and 13h30 - 18h
October 1st to March 31st
10h - 12h and 13h30 - 17h
Laiterie de la Reine and Chaumière aux Coquillages (Shells Willow Walk) Hours
April 1st to September 30th
10h - 12h and 13h30 - 18h
October 1st to March 31st
13h30 - 17h
Park Hours
April 1st to September 30th
8h30 - 20h
October 1st to March 31st
8h30 - 18h
Free access to the park
Note:
Last access to monuments and the park 30 minutes before closing.
From November 20th to December 24th, the château tour will welcome the technical installations and decorations of the ""The Fabulous Noble"" show.
Exceptional closures of the château
Every weekend from November 29th to December 21st: Château visit only as part of the show ""The Fabulous Noble"". Laiterie and Chaumière closed.
Monday December 22nd morning: Château closed for dismantling the decorations of the ""The Fabulous Noble"" show.
Saturday May 30th morning: Château closed due to a project with schoolchildren (ACTE ""Art, Design and Diplomacy"" project)",,78120 Rambouillet,"Free parking and shaded in the park, 5 minutes walking from the château. | 1200 meters separate the château from the Laiterie de la Reine. Then allow a few minutes of walking through the English Garden to reach the Chaumière aux Coquillages. | Bookstore-gift shop in the château. | Toilets in the château only | The château is located in the heart of town, close to many shops and restaurants | No lockers. Large bags and suitcases are not authorized. Backpacks are carried on the stomach during the entire visit. | Pram and baby carrier are not allowed inside. Attention, no storage space. Provide a baby carrier. | Dogs must be kept on a leash in the park. Not allowed in the monuments, except guide dogs. | Photos are allowed without flash in the monuments. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public where children and adolescents may be present, such as public parks and gardens, become smoke-free areas.",Price: 11 €,,,48.645413,1.817324,
Château de Carrouges,https://www.chateau-carrouges.fr/,"A prestigious home, a family history!",7.0,Free for under 26s,"From January to April:
Castle: 10am - 12:30pm and 2pm - 5:30pm
Park: 10am - 5:30pm
From May to August:
Castle: 10am - 12:45pm and 2pm - 6pm
Park: 10am - 6pm
From September to December:
Castle: 10am - 12:30pm and 2pm - 5:30pm
Park: 10am - 5:30pm
On December 24th and 31st: closed at 4pm.
Note: Last access 30 minutes before closing.
Open every day except January 1st, May 1st, November 1st and 11th, and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),61320 Carrouges,"The Park, the inner courtyard of the castle, the lower rooms of the keep, the hunting rooms, and some exhibitions are accessible free of charge and freely. | For groups, advance reservation may be required to access the monument and/or temporary exhibitions. Please consult the dedicated tabs for groups. | Pets on leads are allowed in the Park. In the castle, only guide dogs and assistance animals are allowed. | Dogs are exceptionally prohibited throughout the annual event ""A cor et à cri"". | The Château de Carrouges is not or only slightly heated. Please bring appropriate clothing. | A bookstore-shop awaits you to take a souvenir, find a book about the castle or simply treat yourself! | Strollers are allowed in the Park | Photos are allowed in the castle (without flash) | The castle is equipped with toilets with a changing area | Smoking is prohibited throughout the site, both indoors and outdoors of the monument, in application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas",Price: 7 €,,,48.5601,-0.1543,
Château d'Aulteribe,https://www.chateau-aulteribe.fr/,Discover a medieval architecture restored in the romantic era.,7.0,Free for under 26s,"Visit only guided
May 15th to September 15th
10:00 AM - 12:30 PM and 2:00 PM - 6:30 PM
Guided visit only: 10:15 AM; 11:15 AM; 2:15 PM; 3:15 PM; 4:15 PM; 5:15 PM
Closed on Mondays
September 16th to May 14th
10:00 AM - 12:30 PM and 2:00 PM - 5:30 PM
Guided visit only: 10:30 AM; 2:30 PM; 4:00 PM
Closed on Mondays
Closed on Tuesdays except for groups
Note: Free access to the park until 7:30 PM.
Closed on January 1st, May 1st, November 1st and 11th, December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),63120 Sermentizon,"Photos allowed without flash inside the monument | Dogs are prohibited except guide dogs, Dogs allowed on a leash in the park | Do not touch the artworks in the castle | Strollers allowed | Large suitcases and rolling bags are prohibited | Food is prohibited within the monument enclosure | Smoking is prohibited throughout the site, both inside and outside the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public where children and adolescents may be present or exposed, such as public parks and gardens, become smoke-free areas.",Price: 7 €,,,45.762662,3.501037,
Trophée d'Auguste,https://www.trophee-auguste.fr/,"Discover the Trophée d'Auguste, one of the rare monuments of this type still preserved today.",7.0,Free for under 26s,"Open every day except Monday
May 2nd to 31st
10am - 6pm
September 1st to April 30th
10am - 1pm and 2pm - 5pm
Note: Last access 30 minutes before closing
Closed January 1st, May 1st, November 1st and 11th, December 25th
Early closure at 3:30pm on December 24th and 31st
",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"Cours Albert 1er, 06320 La Turbie","Bookshop-shop | Outdoor toilets on the site, Place de la Crémaillère | Dogs are not allowed (except guide and assistance dogs) | Picnics and ball games are prohibited | There is no locker. Luggage is not allowed. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, places of collective outdoor gathering where children and adolescents may be present or exposed, such as parks and public gardens, become non-smoking areas.",Price: 7 €,,,43.7454,7.4007,
Site gallo-romain de Sanxay,https://www.site-galloromain-de-sanxay.fr/,"Discover the archaeological site of Sanxay, one of the major Gallo-Roman cities of the Roman province of Aquitaine, occupied from the 1st to the 4th century AD.",7.0,Free for those under 26 years old,"From September 16th to May 14th
10am - 1pm and 2pm - 5pm
Closed on Mondays and Tuesdays
From May 15th to September 15th
10am - 1pm and 2pm - 6pm
Closed on Mondays
Note: Last access to the monument 1 hour before closing.
Annual closure on January 1st, May 1st, November 1st, November 11th and December 25th, as well as the first two weeks of January after school holidays.
Exceptional closures: Thursday December 4th, Friday December 12th, Thursday December 17th and Friday December 19th all day.",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV),"Route de Ménigoute, 86600 Sanxay, Tel: 05 49 53 61 48, galloromain.sanxay@monuments-nationaux.fr","Possibility of rest during the visit and outdoors. | Picnic possible on the site from May 15th to September 15th from 10am to 6pm. | Bookstore-shop. | Suitcases and large backpacks are prohibited. Small bags (dimensions less than cabin format) are allowed. | Animals are not allowed, even in a transport bag, except for guide dogs for the visually impaired or assistance dogs. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outdoors where children and adolescents may be present or exposed, such as public parks and gardens, are smoke-free areas.",Price: 7 €,,,46.4935,-0.0229,
Arc de triomphe,https://www.paris-arc-de-triomphe.fr/,"At the top of the Champs-Élysées, on the Place de l’étoile, visit the Arc de triomphe, a national symbol.",16.0,Free for those under 26 years old.,"From April 1st to September 30th
From Wednesday to Monday 10:00 AM - 11:00 PM
Wednesdays 11:00 AM - 11:00 PM
From October 1st to March 31st
From Wednesday to Monday 10:00 AM - 10:30 PM
Wednesdays 11:00 AM - 10:30 PM
Note: Last access to the monument 45 minutes before closing.
Access is free to the Tomb of the Unknown Soldier.
Special openings on December 25th, 2025 and January 1st, 2026, from 10:00 AM to 5:30 PM (last access at 4:30 PM).",cash | bank cards | cheques | Culture cheques (UP) | holiday cheques (ANCV) | Lire cheques (only in the shop),"Place Charles de Gaulle, 75008 Paris","284 steps to access the terrace. An elevator is available only for people who need it, without the need to reserve in advance. | Maximum baggage allowed: 40x40x20cm. | No lockers in the monument, but the Paris Tourist Office lists all places to leave luggage in the capital. | Strollers are prohibited inside the monument. However, they can be deposited with the access control agents and retrieved at the end of your visit. | Dogs are prohibited, except for guide dogs accompanying visually impaired people. | Objects prohibited in the monument: flags, banners, selfie sticks, tripods, scooters, sharp objects, glass bottles, weapons.",Price: 16 €,,,48.873532,2.295953,
Domaine national du Palais-Royal,https://www.domaine-palais-royal.fr/,"At the heart of Paris, facing the Louvre, visit a ""village in the city"".",0.0,,"From April 1st to September 30th
8:00 AM - 10:30 PM
From October 1st to March 31st
8:00 AM - 8:30 PM",,"8 rue Montpensier, 75001 Paris",,Not found,,,48.865174,2.33699,
Maison des Jardies,https://www.maison-des-jardies.fr/,"In Sèvres, visit the Maison des Jardies, linked to the memory of two great men: Balzac and Gambetta.",7.0,Free for those under 26 years old,"Open Wednesdays, Thursdays and one weekend in two (except for exceptions).
Guided tour at 2:30 PM, followed by free visit from 4:00 PM to 6:30 PM.
Note: Last access to the monument 30 minutes before closing.
Closed January 1st, May 1st and December 25th.
To discover the days and opening hours of the Maison des Jardies, please refer to the calendar.",,"14, avenue Gambetta, 92310 Sèvres",Strollers not allowed. | Photos are allowed without flash. | Lockers are available. | The house has stairs and does not have an elevator.,Price: 7 €,,,48.8272,2.1988,
Château de Voltaire,https://www.chateau-ferney-voltaire.fr/,Discover the castle where Voltaire spent the last twenty years of his life.,9.0,Free for EU under 26s,"Open every day
October 1st to March 31st
10am - 5pm
April 1st to September 30th
10am - 6pm

Please note: last access to the monument 45 minutes before closing. Evacuation 15 minutes before closing.
Closed January 1st, May 1st, and December 25th.",cash | bank cards | cheques | culture cheques | holiday cheques (ANCV) - money not refunded | Lire cheques (only in the shop),"1, allée du Château, 01210 Ferney-Voltaire",,Price: 9 €,,,46.2576,6.1035,
Église de la Madeleine,http://www.eglise-lamadeleine.com,,,,,,Place de la Madeleine,,,Paris,Church,48.869753812208,2.3242735862732,83456.0
Cimetière de Montmartre,,,,,,,20 Avenue Rachel,,,Paris,Cemetery,48.887548749415,2.3304319381714,83461.0
Place Vendôme,,,,,,,Place Vendôme,,,Paris,Plaza,48.867465482815,2.3294234275818,83465.0
Bois de Vincennes,,,,,,,Bois de Vincennes,,,Paris,Park,48.831165,2.42815,83466.0
Église Saint-Germain l'Auxerrois,,,,,,,2 Place du Louvre,,,Paris,Church,48.859519915405,2.3413056135178,83473.0
American Church in Paris,,,,,,,65 Quai d'Orsay,,,Paris,Temple,48.862361519804,2.3067426486602,83474.0
Église du Val-de-Grâce,,,,,,,1 Place Alphonse Laveran,,,Paris,Church,48.840575,2.341906,83475.0
Grande Mosquée de Paris,http://www.mosquee-de-paris.org,,,,,,6 Rue Georges Desplas,,,Paris,Mosque,48.841909186751,2.3551350831985,83482.0
Place de la Bastille,,,,,,,Place de la Bastille,,,Paris,Plaza,48.853195026796,2.3690557479858,83484.0
Cimetière du Père Lachaise,http://www.pere-lachaise.com,,,,,,16 Rue du Repos,,,Paris,Cemetery,48.861326879657,2.3942041397095,83486.0
Place Dauphine,,,,,,,Place Dauphine,,,Paris,Plaza,48.856639931295,2.3423624038696,83489.0
Palais Royal,http://palais-royal.monuments-nationaux.fr,,,,,,Place du Palais Royal,,,Paris,Historic Site,48.863571377218,2.337019443512,83491.0
Église Saint-Roch,,,,,,,284 rue Saint-Honoré,,,Paris,Church,48.865181,2.332546,83492.0
Église Saint-Sulpice,http://www.paroisse-saint-sulpice-paris.org,,,,,,Place Saint-Sulpice,,,Paris,Church,48.850879465969,2.3342514038086,83495.0
Jardins des Champs-Élysées,,,,,,,Avenue des Champs-Élysées,,,Paris,Garden,48.86677561125,2.3169779777527,83498.0
Pont des Arts,,,,,,,Pont des Arts,,,Paris,Bridge,48.858461116978,2.337561249733,83499.0
Arènes de Lutèce,,,,,,,49 Rue Monge,,,Paris,Historic Site,48.845090095363,2.3528873920441,83503.0
Place de Catalogne,,,,,,,Place de Catalogne,,,Paris,Plaza,48.837174519125,2.3182761669159,83506.0
Tombeau de Napoléon,,,,,,,Hôtel des Invalides,,,Paris,Cemetery,48.855623426753,2.3125791549683,83511.0
Musée des Arts et Métiers,http://www.arts-et-metiers.net,,,,,,60 Rue Réaumur,,,Paris,Museum,48.865728406036,2.3554802041952,83515.0
Mosquée El-Fath,,,,,,,53 Rue Polonceau,,,Paris,Mosque,48.886063,2.350199,83520.0
Passerelle Simone de Beauvoir,,,,,,,Passerelle Simone de Beauvoir,,,Paris,Bridge,48.835264284161,2.3780786991119,83521.0
Centre Pompidou - Musée National d'Art Moderne,http://www.centrepompidou.fr,,,,,,Place Georges Pompidou,,,Paris,Art Museum,48.860592808297,2.3524475097656,83523.0
Église Sainte-Anne de la Butte-aux-Cailles,,,,,,,188 rue de Tolbiac,,,Paris,Church,48.826182,2.350125,83527.0
Église Saint-Christophe de Javel,,,,,,,4 rue Saint Christophe,,,Paris,Church,48.844636,2.279364,83528.0
Église Saint-Léon,,,,,,,Place du Cardinal Amette,,,Paris,Church,48.850994,2.296472,83529.0
Église Albert le Grand,,,,,,,122 rue de la Glaciere,,,Paris,Church,48.829248348936,2.3432422563486,83531.0
Église Saint-François-de-Sales,,,,,,,Rue Ampère,,,Paris,Church,48.88478,2.304994,83532.0
Église Saint-Jean-Bosco,,,,,,,79 rue Alexandre Dumas,,,Paris,Church,48.855161,2.397997,83541.0
Église Saint-Antoine de Padoue,,,,,,,52 Boulevard Lefebvre,,,Paris,Church,48.829902,2.294455,83542.0
Église de Marie-Médiatrice-de-Toutes-les-Grâces,,,,,,,Avenue de la Porte du Pré Saint-Gervais,,,Paris,Church,48.879222,2.402498,83546.0
Église de la Trinité,,,,,,,Place d'Estienne d'Orves,,,Paris,Church,48.877226763453,2.3314297199249,83547.0
Église Réformée de Passy Annonciation,,,,,,,19 rue Cortambert,,,Paris,Church,48.862082885633,2.2802096628518,83548.0
Église Saint-Lambert de Vaugirard,,,,,,,14 Rue Gerbert,,,Paris,Church,48.839521,2.298396,83549.0
Église Saint-Philippe du Roule,,,,,,,154 Rue du Faubourg Saint-Honoré,,,Paris,Church,48.873254030329,2.3105192184448,83550.0
Église Saint-Pierre-de-Montrouge,,,,,,,82 avenue du Général Leclerc,,,Paris,Church,48.828749164245,2.3270416259766,83551.0
Église Saint-Pierre-du-Gros-Caillou,,,,,,,92 rue Saint-Dominique,,,Paris,Church,48.859596,2.305203,83552.0
Église Saint-Serge,,,,,,,93 rue de Crimée,,,Paris,Church,48.883178002598,2.3820462838348,83553.0
Église Saint-Augustin,,,,,,,8 Avenue César Caire,,,Paris,Church,48.876090721004,2.3189789056778,83554.0
Église Sainte-Odile,,,,,,,2 avenue Stéphane Mallarmé,,,Paris,Church,48.887051,2.293184,83555.0
Église Saint-François Xavier,,,,,,,7 Place du Président Mithouard,,,Paris,Church,48.850780628672,2.3137378692627,83556.0
Église Saint-Honoré d'Eylau,,,,,,,66 avenue Raymond Poincaré,,,Paris,Church,48.868404,2.2858395285714,83557.0
Église Saint-Pierre de Montmartre,,,,,,,2 rue du Mont-Cenis,,,Paris,Church,48.886707,2.342,83558.0
Église Saint-Denis-du-Saint-Sacrement,,,,,,,68 rue de Turenne,,,Paris,Church,48.859996,2.364882,83559.0
Église Saint Jean-Baptiste de Belleville,,,,,,,139 rue de Bellevile,,,Paris,Church,48.875574,2.38934,83561.0
Église Saint-Jean-Baptiste de Grenelle,,,,,,,Place Étienne Pernet,,,Paris,Church,48.843198,2.292581,83562.0
Église Sainte-Marie des Batignolles,,,,,,,Place du Docteur Félix Lobligeois,,,Paris,Church,48.886797,2.317879,83563.0
Eglise Suédoise (Svenska Kirkan),http://www.svenskakyrkan.se/default.aspx?id=544498,,,,,,9 rue Médéric,,,Paris,Church,48.880539933732,2.3030265394547,83564.0
Église Notre-Dame de Lorette,,,,,,,Rue Notre-Dame de Lorette,,,Paris,Church,48.876365913778,2.3388862609863,83568.0
Jardin Catherine Labouré,,,,,,,29 Rue de Babylone,,,Paris,Garden,48.851204,2.320547,83569.0
Pavillon Paul Delouvrier,,,,,,,Parc de la Villette,,,Paris,Art Gallery,48.890631905558,2.3900761307413,83573.0
Place de Rungis,,,,,,,Place de Rungis,,,Paris,Plaza,48.822617297292,2.3474566747846,83583.0
Square d'Anvers,,,,,,,Place d'Anvers,,,Paris,Garden,48.882172833898,2.3444652557373,83585.0
Place Jeanne d'Arc,,,,,,,Place Jeanne d'Arc,,,Paris,Plaza,48.830133477404,2.3678541183472,83586.0
Place de la Réunion,,,,,,,Place de la Réunion,,,Paris,Plaza,48.855743431836,2.4010062217712,83587.0
Musée National Picasso,http://www.musee-picasso.fr,,,,,,5 Rue de Thorigny,,,Paris,Art Museum,48.85950579824,2.3620820045471,83596.0
Musée Guimet (Musée National des Arts Asiatiques),http://www.guimet.fr/fr/,,,,,,6 Place d'Iéna,,,Paris,Museum,48.865335848653,2.2935676574707,83601.0
Artcurial,http://www.artcurial.com,,,,,,7 rond-point des Champs-Élysées,,,Paris,Art Gallery,48.868614071405,2.3088401556015,83609.0
Fondation Henri Cartier-Bresson,http://www.henricartierbresson.org,,,,,,2 Impasse Lebouis,,,Paris,Art Museum,48.836886515133,2.3220049379276,83612.0
Musée National du Moyen-Âge,http://www.musee-moyenage.fr,,,,,,6 Place Paul Painlevé,,,Paris,History Museum,48.85038602921,2.3441213553633,83615.0
Cité de l'Architecture et du Patrimoine,http://www.citechaillot.fr,,,,,,Palais de Chaillot,,,Paris,Museum,48.862865571224,2.288932800293,83619.0
Pelouse de Reuilly,,,,,,,Porte Dorée,,,Paris,Park,48.832230475784,2.4069285519883,83720.0
Viaduc des Arts,,,,,,,119 Avenue Daumesnil,,,Paris,Bridge,48.844592092498,2.3827806144119,83756.0
Église Orthodoxe Serbe,,,,,,,23 rue du Simplon,,,Paris,Church,48.89436136496,2.3499011977541,83765.0
Salle Saint Bruno,,,,,,,9 Rue Saint Bruno,,,Paris,Church,48.885295,2.356213,83768.0
Chapelle Notre-Dame de la Médaille Miraculeuse,,,,,,,140 Rue du Bac,,,Paris,Church,48.850900880812,2.3235664108403,83792.0
Place Gambetta,,,,,,,Place Gambetta,,,Paris,Plaza,48.864899147766,2.3984621465206,83797.0
Place du Marché Saint-Honoré,,,,,,,Place du Marché Saint-Honoré,,,Paris,Plaza,48.867299026062,2.3321071283936,83842.0
Place du Palais Royal,,,,,,,Place du Palais Royal,,,Paris,Plaza,48.86254795528,2.3367512226105,83860.0
Place des Abbesses,,,,,,,Place des Abbesses,,,Paris,Plaza,48.884405813857,2.3385375738144,83899.0
Place de l’Étoile,,,,,,,Place Charles de Gaulle,,,Paris,Plaza,48.873790332438,2.2950053215027,84033.0
Place de Breteuil,,,,,,,Place de Breteuil,,,Paris,Plaza,48.847278838552,2.3115813732147,84045.0
Basilique Sainte-Clotilde,,,,,,,23 bis Rue Las Cases,,,Paris,Church,48.858574056544,2.3193597793579,84071.0
Place Saint-Fargeau,,,,,,,Place Saint-Fargeau,,,Paris,Plaza,48.871616862012,2.4041390419006,84128.0
Église Saint-Eustache,http://www.saint-eustache.org,,,,,,2 Impasse Saint-Eustache,,,Paris,Church,48.863465506953,2.3450714349747,84133.0
Place des Victoires,,,,,,,Place des Victoires,,,Paris,Plaza,48.865741668283,2.341160774231,84138.0
Place de Clichy,,,,,,,Place de Clichy,,,Paris,Plaza,48.883456897747,2.3273420333862,84187.0
Cour de Rome,,,,,,,Cour de Rome,,,Paris,Plaza,48.875582668827,2.3242735862732,84192.0
Place de la République,,,,,,,Place de la République,,,Paris,Plaza,48.86738255758,2.3639273643494,84196.0
Street Art - Rue Dénoyez,,,,,,,Rue Dénoyez,,,Paris,Public Art,48.87207822115,2.3783903594526,84197.0
Espace Culturel Louis Vuitton,http://www.louisvuitton-espaceculturel.com/index_GB.html,,,,,,60 Rue de Bassano,,,Paris,Art Gallery,48.871659203246,2.3003911972046,84235.0
Église Saint-Nicolas du Chardonnet,,,,,,,23 rue des Bernardins,,,Paris,Church,48.849162,2.350288,84301.0
Place Cambronne,,,,,,,Place Cambronne,,,Paris,Plaza,48.847900141766,2.3016464710236,84453.0
Paroisse Saint François de Molitor,,,,,,,44 Rue Molitor,,,Paris,Church,48.845331065555,2.2599948239672,84563.0
Au coeur des Batignolles,,,,,,,30 rue des Batignolles,,,Paris,Park,48.884915602736,2.3203739185889,84576.0
Institut Suédois | Svenska Institutet i Paris,http://www.paris.si.se,,,,,,11 Rue Payenne,,,Paris,Art Museum,48.858303348474,2.3619621581951,84593.0
Square Boucicaut,,,,,,,1 Rue de Babylone,,,Paris,Garden,48.851303298044,2.3257434219028,84631.0
Place de la Madeleine,,,,,,,Place de la Madeleine,,,Paris,Plaza,48.86933743932,2.3239517211914,84632.0
Porte d'Auteuil,,,,,,,Place de la Porte d'Auteuil,,,Paris,Plaza,48.847886021324,2.2583341598511,84672.0
Porte Molitor,,,,,,,Place de la Porte Molitor,,,Paris,Plaza,48.845838515087,2.2560381889343,84673.0
Porte de la Muette,,,,,,,Porte de la Muette,,,Paris,Plaza,48.863184474776,2.2679024632819,84719.0
Église Saint Éloi,,,,,,,,,,Paris,Church,48.844885,2.388988,84772.0
Place du Châtelet,,,,,,,Place du Châtelet,,,Paris,Plaza,48.857539944129,2.3473030328751,84851.0
Pont de l'Alma,,,,,,,Pont de l'Alma,,,Paris,Bridge,48.863472564978,2.301721572876,84857.0
Place Victor et Hélène Basch,,,,,,,Place Victor et Hélène Basch,,,Paris,Plaza,48.827859228446,2.3269128799438,84951.0
Marché Saint-Pierre,,,,,,,2 Rue Charles Nodier,,,Paris,Art Gallery,48.884372979613,2.3449059296629,84982.0
Place des Vins de France,,,,,,,Place des Vins de France,,,Paris,Plaza,48.832246427472,2.3875034880972,85044.0
Place de Mexico,,,,,,,Place de Mexico,,,Paris,Plaza,48.865448772707,2.2832894325256,85084.0
Square Saint-Médard,,,,,,,Rue Mouffetard,,,Paris,Plaza,48.839561327723,2.3500978946686,85088.0
Pavillon de l'Arsenal,http://www.pavillon-arsenal.com,,,,,,21 Boulevard Morland,,,Paris,Museum,48.850632372362,2.3622643947601,85091.0
Place Édith Piaf,,,,,,,Place Édith Piaf,,,Paris,Plaza,48.864806513755,2.4051207304001,85122.0
