input_name,wiki_name,wiki_description,wiki_url,category,lat,lon
Théâtre de Verdure,Théâtre de verdure,"A green theater is an artistically landscaped setting allowing you to attend live shows or cinema screenings in the open air. Often inspired by ancient amphitheaters in the semi-circular arrangement of stands or chairs oriented towards a stage space, it can be placed in a public garden surrounded by high hedges or fit more harmoniously into the natural environment. In the case of an aquatic environment, we speak of water theater.",https://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_verdure,Garden,,
Eglise Orthodoxe de Saint-Seraphin-de-Sarov,Séraphin de Sarov,"Seraphim or Seraphim of Sarov (in Russian: Серафим Саровский), born Prokhore Isidorovitch Mochnin (in Russian: Про́хор Исидо́рович Мошни́н), born in Kursk on July 19, 1754 (or 1759) and died in the Sarov monastery on January 2, 1833, is an Orthodox saint.",https://fr.wikipedia.org/wiki/S%C3%A9raphin_de_Sarov,Historic Site,,
Quais de Jussieu,Campus Pierre-et-Marie-Curie (Jussieu),"The Pierre-et-Marie-Curie campus, named from its creation until 2019 Jussieu campus, located in the Saint-Victor district of the 5th arrondissement of Paris, is the main campus of the faculty of science and engineering of Sorbonne University.",https://fr.wikipedia.org/wiki/Campus_Pierre-et-Marie-Curie_(Jussieu),Historic Site,48.84697,2.35633
Place de Torcy,Place de Torcy,"Place de Torcy is a square in the 18th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_de_Torcy,Historic Site,48.891346,2.361071
Passage des Soupirs,Passage des Soupirs,"Passage des Soupirs is a road in the 20th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Passage_des_Soupirs,Historic Site,48.868796,2.396473
Centre Paroissial,Œuvre des Chantiers du Cardinal,"L'Œuvre des Chantiers du Cardinal is an association created in 1931 by Cardinal Verdier to promote the construction and maintenance of Catholic churches in Paris and the Paris region. The financing provided by the Chantiers du Cardinal applies to buildings constructed after the law of separation of Churches and State of 1905, that is to say to buildings owned by the dioceses.",https://fr.wikipedia.org/wiki/%C5%92uvre_des_Chantiers_du_Cardinal,Church,,
Église Notre-Dame-des-Otages,Église Notre-Dame-des-Otages de Paris,"The Notre-Dame-des-Otages church is a Catholic parish church located at no. 81, rue Haxo in the 20th arrondissement of Paris.",https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-des-Otages_de_Paris,Church,48.8742306,2.4030528
Notre-Dame D'Espérance,Basilique Notre-Dame-d'Espérance de Charleville-Mézières,"The Notre-Dame-d'Espérance basilica of Charleville-Mézières is a minor basilica of the Catholic Church, this title given by Pius XII in 1946, located in Charleville-Mézières, in the Ardennes department. This Gothic style church, built from 1499, is lit by an astonishing array of modern stained glass windows made between 1954 and 1979 on the designs of the painter René Dürrbach.",https://fr.wikipedia.org/wiki/Basilique_Notre-Dame-d%27Esp%C3%A9rance_de_Charleville-M%C3%A9zi%C3%A8res,Church,49.76125,4.716
Place Paul Verlaine,Place Paul-Verlaine,Place Paul-Verlaine is a street located in the Maison-Blanche district of the 13th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Paul-Verlaine,Historic Site,48.8276804,2.3526185
Jardin Debergue - Rendez-Vous,Jardin Solange-Faladé,"The Solange-Faladé garden, formerly the Debergue - Rendez-Vous garden, is a green space in the 12th arrondissement of Paris, in the Bel-Air district.",https://fr.wikipedia.org/wiki/Jardin_Solange-Falad%C3%A9,Garden,48.84667,2.40444
Porte de Châtillon,Porte de Châtillon,"Porte de Châtillon is a gate in Paris, France, located in the 14th arrondissement.",https://fr.wikipedia.org/wiki/Porte_de_Ch%C3%A2tillon,Historic Site,48.8245293,2.3192151
Place Bienvenüe,Place Bienvenüe,Place Bienvenüe is a street located in the Necker district in the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Bienven%C3%BCe,Historic Site,48.8418879,2.3205095
Église Notre Dame de l'Espérance,Église Notre-Dame-d'Espérance,"Several churches in France have been named ""Notre-Dame-d'Espérance church"" or ""Notre-Dame-de-l'Espérance church"":",https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-d%27Esp%C3%A9rance,Church,,
Square Caulaincourt,Square Caulaincourt,"Square Caulaincourt is a public road in the 18th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Square_Caulaincourt,Historic Site,48.890094,2.335729
Rue Orfila,Rue Orfila,Rue Orfila is a street located in the Père-Lachaise district of the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Rue_Orfila,Historic Site,48.8670191,2.3979863
Église Notre-Dame-de-l'Assomption de Passy,Église Notre-Dame-de-l'Assomption de Passy,"The Notre-Dame-de-l'Assomption church in Passy is a church located on Place de l'Église-de-l'Assomption, accessible by 88 and 90, rue de l'Assomption in the 16th arrondissement of Paris.",https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-l%27Assomption_de_Passy,Church,48.855583,2.2665
Les Maisons Rouges,Maison-Rouge,Maison-Rouge is a French commune located in the department of Seine-et-Marne in the Île-de-France region.,https://fr.wikipedia.org/wiki/Maison-Rouge,Historic Site,48.5594,3.1514
Église Notre-Dame de la Gare,Église Notre-Dame-de-la-Gare de Paris,"The Notre-Dame de la Gare church is a parish church located on Place Jeanne-d'Arc in the 13th arrondissement of Paris, France. It takes its name from the district in which it is located, the Gare district. It was consecrated on November 11, 1859.",https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-la-Gare_de_Paris,Church,48.82972,2.36833
Centre de Loisir Vincennes Nogent,Nogent-sur-Marne,Nogent-sur-Marne (pronounced) is a French commune located in the Val-de-Marne department in the Île-de-France region.,https://fr.wikipedia.org/wiki/Nogent-sur-Marne,Historic Site,48.8367,2.4825
Église Saint-Gabriel,Église Saint-Gabriel de Paris,"The Saint-Gabriel church in Paris, of Catholic worship, is located rue des Pyrénées in the 20th arrondissement of Paris.",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Gabriel_de_Paris,Church,48.848583,2.406083
Barrière du Trône,Barrière du Trône,"The Barrière du Trône (Trône Gate) was a toll barrier (barrière d’octroi) in the wall of the Fermiers généraux (the tax farmers’ enclosure) that was built around Paris in the 1780s. It was part of a wall that, just prior to the French Revolution, surrounded Paris. The purpose of the wall, which was designed by Claude Nicolas Ledoux, was to facilitate the collection of municipal duties on merchandise entering Paris by reducing smuggling and fraud. It is located in eastern Paris and straddles the 11th arrondissement and the 12th arrondissement. The barrier takes its name from its location on the former Place du Trône, now called place de la Nation.",https://en.wikipedia.org/wiki/Barri%C3%A8re_du_Tr%C3%B4ne,Historic Site,,
Mosquée Omar Ibn El Khattab,Omar ibn al-Khattâb,"Omar ibn al-Khattâb (Arabic: عُمَر إِبْن ٱلْخَطّاب‎), born in 584 in Mecca and murdered on November 7, 644 in Medina, is a companion of Muhammad, the prophet of Islam, and is part of the Banu Adi clan (in) of the tribe Quraysh.",https://fr.wikipedia.org/wiki/Omar_ibn_al-Khatt%C3%A2b,Historic Site,,
Eglise Presbyterienne Coréenne De Mok-yang,Résultats de la recherche,,https://fr.wikipedia.org/w/index.php?go=Go&search=Eglise%20Presbyterienne%20Cor%C3%A9enne%20De%20Mok-yang&title=Sp%C3%A9cial:Recherche&ns0=1,Historic Site,,
Square Courteline,Square Courteline,Square Courteline is a small municipal green space in the 12th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Courteline,Historic Site,48.8443064,2.402004
Esplanade de la Bibliothèque Nationale de France,Bibliothèque nationale de France,"The National Library of France (BnF or BNF), so called since 1994, is the national library of the French Republic, inaugurated under this new name on March 30, 1995 by the President of the Republic, François Mitterrand. Heiress to the royal collections built up since the Middle Ages, it has one of the richest funds in the world.",https://fr.wikipedia.org/wiki/Biblioth%C3%A8que_nationale_de_France,Historic Site,48.833611111111,2.3758333333333
ノートルダム寺院,Résultats de la recherche,,https://fr.wikipedia.org/w/index.php?go=Go&search=%E3%83%8E%E3%83%BC%E3%83%88%E3%83%AB%E3%83%80%E3%83%A0%E5%AF%BA%E9%99%A2&title=Sp%C3%A9cial:Recherche&ns0=1,Historic Site,,
Pont des Invalides,Pont des Invalides,The Pont des Invalides (French pronunciation: ) is the lowest bridge traversing the Seine in Paris.,https://en.wikipedia.org/wiki/Pont_des_Invalides,Bridge,,
Paroisse Saint Hippolyte,Ancienne église Saint-Hippolyte de Paris,The former Saint-Hippolyte church in Paris is a former Catholic place of worship in the Faubourg Saint-Marcel in the current Croulebarbe district of the 13th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Ancienne_%C3%A9glise_Saint-Hippolyte_de_Paris,Church,48.836573,2.35075
Deutsche Evangelische Kirche,German Evangelical Church,The German Evangelical Church (German: Deutsche Evangelische Kirche) was a successor to the German Protestant Church Confederation from 1933 until 1945. It is also known in English as the Protestant Reich Church (German: Evangelische Reichskirche) and colloquially as the Reich Church (German: Reichskirche).,https://en.wikipedia.org/wiki/German_Evangelical_Church,Church,,
Kiosque à musique,Kiosque à musique,"A bandstand is a construction for entertainment, typical of the 19th and early 20th century layout of towns and parks, very open, symmetrical in relation to the central axis (panoptic shape) and polygonal or, more rarely, circular in plan.",https://fr.wikipedia.org/wiki/Kiosque_%C3%A0_musique,Park,,
La Cheminee Noire,Sur les chemins noirs (livre),"On the Black Paths is an autobiographical story by Sylvain Tesson published on October 13, 2016.",https://fr.wikipedia.org/wiki/Sur_les_chemins_noirs_(livre),Historic Site,,
Square Trébois,Rue Jean-Jaurès (Levallois-Perret),Rue Jean-Jaurès is a road in the French commune of Levallois-Perret.,https://fr.wikipedia.org/wiki/Rue_Jean-Jaur%C3%A8s_(Levallois-Perret),Historic Site,48.89132,2.29249
Porte de Clignancourt,Porte de Clignancourt station,"Porte de Clignancourt (French pronunciation: ) is a station of the Paris Métro, the northern terminus of line 4, situated in the 18th Arrondissement.",https://en.wikipedia.org/wiki/Porte_de_Clignancourt_station,Historic Site,,
Photoquai,Photoquai,Photoquai is a biennial exhibition created in 2007 by the Quai Branly museum and dedicated to non-Western photography. The last edition took place in 2015.,https://fr.wikipedia.org/wiki/Photoquai,Museum,,
Église Saint-Laurent,"Saint-Laurent, Paris","Saint-Laurent (French pronunciation:  ⓘ) is a Catholic church in the 10th arrondissement of Paris at 68 bis Boulevard de Magenta. A series of churches occupied the site since the 10th century. It is named for Saint Lawrence, an early Christian martyr who was executed in Rome by the Roman Emperor Valerian in 258 AD. It has been listed since 2016 as a monument historique by the French Ministry of Culture.","https://en.wikipedia.org/wiki/Saint-Laurent,_Paris",Monument / Landmark,,
Porte de Choisy,Quartier asiatique,"The Quartier asiatique (French pronunciation: , Asian Quarter), also called Triangle de Choisy () or Petite Asie (; Chinese: 巴黎唐人街, Vietnamese: Phố Tàu Paris) is the largest commercial and cultural center for the population of East Asian and Southeast Asian origin of Paris. It is located in the southeast of the 13th arrondissement in an area that contains many high-rise apartment buildings. Despite its status as a ""Chinatown"", the neighborhood also contains significant Vietnamese, Laotian and Cambodian populations.",https://en.wikipedia.org/wiki/Quartier_asiatique,Historic Site,,
Villa Flore,Villa Flore,"Villa Flore is a lane in the 16th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Villa_Flore,Historic Site,48.849902,2.266327
Place de la Bourse,"Place de la Bourse, Bordeaux","The Place de la Bourse (French pronunciation: , ""Stock Exchange Square"") is a square in Bordeaux, France, and one of the city's most recognisable sights. Built from 1730 to 1775 along the river Garonne, it was a multi-building development designed by the architect Jacques Gabriel and his son Ange-Jacques Gabriel. It is within the historic part of the city that has been recognized on the UNESCO World Heritage List as ""an outstanding urban and architectural ensemble"" of the 18th century.","https://en.wikipedia.org/wiki/Place_de_la_Bourse,_Bordeaux",Historic Site,,
Rue du Chateau des Rentiers,Rue du Château-des-Rentiers,Rue du Château-des-Rentiers is a street located in the Gare district of the 13th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Rue_du_Ch%C3%A2teau-des-Rentiers,Historic Site,48.8275575,2.368104
Le Tabernacle,Tabernacle (Bible),"The original Tabernacle is the tent that housed the Ark of the Covenant in the time of Moses. Its chief architect, appointed directly by God to Moses, is Béséléel. In the Hebrew Bible and the Old Testament, the tabernacle was to be the temporary habitation of God, his residence and the rallying center of his people.",https://fr.wikipedia.org/wiki/Tabernacle_(Bible),Historic Site,,
Église Des Soldats,Tombeau de Napoléon Ier aux Invalides,"The tomb of Napoleon I is located in the Hôtel des Invalides, a building designed in the 17th century by Libéral Bruand and Jules-Hardouin Mansart, then transformed into a pantheon of military glories by Napoleon when he transferred the tomb of Marshal de Turenne there. If Napoleon died on May 5, 1821 on the island of Saint Helena, the project for his tomb in Les Invalides only began after the announcement, in May 1840, of the return of the body (or “ashes”) of the Emperor. This announcement was followed, on June 10 of the same year, by the vote of a law fixing the place of burial. Submitted to the competition, the construction of the monument ultimately fell to Louis Visconti. Napoleon's body returned to his tomb on April 2, 1861, almost twenty years after the decision to bury him at Les Invalides.",https://fr.wikipedia.org/wiki/Tombeau_de_Napol%C3%A9on_Ier_aux_Invalides,Monument / Landmark,48.855242,2.312514
Carrefour Saint-Placide/Rennes,Rue de Rennes (Paris),Rue de Rennes is a street in the 6th arrondissement of Paris. It is a major shopping artery on the left bank of the capital.,https://fr.wikipedia.org/wiki/Rue_de_Rennes_(Paris),Historic Site,48.849485,2.329209
Esplanade Saint-Louis,Esplanade Saint-Louis,"Esplanade Saint-Louis is a street in the 12th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Esplanade_Saint-Louis,Historic Site,48.839427,2.435363
Place d'Alleray,Place d'Alleray,Place d'Alleray is a street located in the Saint-Lambert district in the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_d%27Alleray,Historic Site,48.8363342,2.306551
Place Falguière,Place Falguière,Place Falguière is a street located in the Necker district and the Saint-Lambert district of the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Falgui%C3%A8re,Historic Site,48.8363059,2.3101884
Rotonde de la Villette,Wall of the Fermiers généraux,"The wall of the Fermiers généraux (French: mur des Fermiers généraux, pronounced ) was one of the several city walls of Paris built between the early Middle Ages and the mid 19th century. The purpose of the wall of the Fermiers généraux was to facilitate collection of municipal taxes on merchandise entering Paris.",https://en.wikipedia.org/wiki/Wall_of_the_Fermiers_g%C3%A9n%C3%A9raux,Historic Site,,
Pavillon Carré de Baudouin,Pavillon Carré de Baudouin,"The Pavillon Carré de Baudouin is an 18th century building located rue de Ménilmontant in the 20th arrondissement of Paris, which was converted into a cultural space open to the public in June 2007. The place is managed by the city of Paris and the town hall of the 20th arrondissement of Paris and entry is free.",https://fr.wikipedia.org/wiki/Pavillon_Carr%C3%A9_de_Baudouin,Historic Site,48.87,2.39389
Statue Charles de Gaulle,Statue Charles de Gaulle à Varsovie,"The statue of Charles de Gaulle in Warsaw is located in front of the Banking and Financial Center (pl) building, at the Charles de Gaulle roundabout in the Śródmieście district of Warsaw. It was installed there on May 15, 2005. It is a copy of the monument erected in 2000 on the Avenue des Champs-Élysées in Paris.",https://fr.wikipedia.org/wiki/Statue_Charles_de_Gaulle_%C3%A0_Varsovie,Monument / Landmark,52.2315,21.0215
Le Château D'Ingres,Jean-Auguste-Dominique Ingres,"Jean-Auguste-Dominique Ingres (/ʒɑ̃ ogyst dɔminik ɛ̃gʁ/), born August 29, 1780 in Montauban and died January 14, 1867 in Paris, is a French painter who was also an excellent musician - he was second violin with the Toulouse Orchestra - which led him to become friends with the greatest violinists of his time, Niccolo Paganini and Pierre Baillot.",https://fr.wikipedia.org/wiki/Jean-Auguste-Dominique_Ingres,Historic Site,,
Parc Avenue Foch,Ferdinand Foch,"Ferdinand Foch, born October 2, 1851 in Tarbes (Hautes-Pyrénées) and died March 20, 1929 in Paris (Seine), is a French soldier. Trained at the École Polytechnique then at the École de l'Artillery, he reached the rank of major general and distinguished himself as generalissimo of the Allied Forces on the Western Front during the First World War in 1918. He was elevated to the rank of Marshal of France the same year.",https://fr.wikipedia.org/wiki/Ferdinand_Foch,Historic Site,,
Villa Des Lilas,Villa des Lilas,"The Villa des Lilas is a lane in the 19th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Villa_des_Lilas,Historic Site,48.880031,2.394616
Place d'Aligre,Place d'Aligre,"Place d'Aligre is located in the middle of Rue d'Aligre, in the 12th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_d%27Aligre,Historic Site,48.848844,2.378333
Mosquee Foyer gergovie,Liste des mosquées de Paris,"Paris has around twenty mosques, as well as numerous prayer rooms. Some districts have neither mosque nor prayer room. For mosques located outside Paris, see the List of mosques in France page.",https://fr.wikipedia.org/wiki/Liste_des_mosqu%C3%A9es_de_Paris,Mosque,,
Boulevard Richard Lenoir,Boulevard Richard-Lenoir,"The Boulevard Richard-Lenoir (French pronunciation: ), running from the Bastille to the Avenue de la République, is one of the wide tree-lined boulevards driven through Paris by Baron Haussmann during the Second French Empire of Napoleon III.",https://en.wikipedia.org/wiki/Boulevard_Richard-Lenoir,Historic Site,,
Chapelle Notre-Dame du Saint-Sacrement,Chapelle Notre-Dame-du-Saint-Sacrement de Paris,"The Notre-Dame-du-Saint-Sacrement Catholic chapel is located at 20 rue Cortambert in the 16th arrondissement of Paris. This is the mother house of the Sisters Servants of the Most Holy Sacrament, a congregation founded by Pierre-Julien Eymard.",https://fr.wikipedia.org/wiki/Chapelle_Notre-Dame-du-Saint-Sacrement_de_Paris,Historic Site,48.862028,2.27975
Place Jussieu,Jussieu station,Jussieu (French pronunciation: ) is a station on lines 7 and 10 of the Paris Métro in the eastern part of the Latin Quarter in the 5th arrondissement.,https://en.wikipedia.org/wiki/Jussieu_station,Historic Site,,
Église Protestante Évangélique des Ternes,17e arrondissement de Paris,"The 17th arrondissement of Paris is one of the twenty arrondissements of Paris. It is located on the right bank of the Seine to the northwest of the city. It is bounded to the west by Neuilly-sur-Seine and Levallois-Perret, to the south by the 16th and 8th arrondissements, to the east by the 18th arrondissement and to the north by Clichy-la-Garenne and Saint-Ouen-sur-Seine.",https://fr.wikipedia.org/wiki/17e_arrondissement_de_Paris,Historic Site,48.884353,2.322069
La Juma'a,Coupe arabe des nations de football 1998,"The 1998 Arab Nations Cup is the 7th edition of the Arab Football Cup. The capital of Qatar, Doha, hosted the competition. Saudi Arabia won the tournament for the first time.",https://fr.wikipedia.org/wiki/Coupe_arabe_des_nations_de_football_1998,Historic Site,,
Place du Château Rouge,Place du Château-Rouge,Place du Château-Rouge is a square in the 18th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_du_Ch%C3%A2teau-Rouge,Historic Site,48.887361,2.349514
Jardin Tropical,Jardin tropical,A tropical garden is a garden made up of plants from the tropics.,https://fr.wikipedia.org/wiki/Jardin_tropical,Garden,,
Place Beauvau,Place Beauvau,"The Place Beauvau (English: Beauvau Square) is a public square in the 8th arrondissement of Paris, at the intersection of the Rue du Faubourg-Saint-Honoré, the Avenue de Marigny, the Rue des Saussaies and the Rue de Miromesnil. It is located in the La Madeleine neighbourhood, next to the Élysée Palace.",https://en.wikipedia.org/wiki/Place_Beauvau,Historic Site,,
Place Claude Bourdet,Place Claude-Bourdet,Place Claude-Bourdet is a street located in the Croulebarbe district of the 13th arrondissement.,https://fr.wikipedia.org/wiki/Place_Claude-Bourdet,Historic Site,48.8327938,2.3470368
statue de La Fontaine,Fontaine de Trevi,"The Trevi Fountain (in Italian: fontana di Trevi) is the largest and one of the most famous fountains in Rome. Built between 1732 and 1762, it is located in the Rione of Trevi, on Piazza di Trevi, and backs onto the Palazzo Poli.",https://fr.wikipedia.org/wiki/Fontaine_de_Trevi,Historic Site,41.900875,12.483167
Jardin Botanique du Jardin des Plantes,Jardin des plantes de Paris,"The Paris Plant Garden, or Jardin des Plantes, located in the 5th arrondissement of Paris, is a botanical, ecological and zoological park, headquarters and main site of the National Museum of Natural History, which also has other sites in Paris and the provinces. As a space of the research institution that is the Museum, the Jardin des Plantes is, in this respect, a campus. In addition to the green spaces specific to a garden (beds, botanical spaces, trees, English garden, French perspective, etc.), the Jardin des Plantes also has a menagerie, greenhouses, and scientific exhibition buildings including a Mineralogy gallery and a Paleontology gallery. The garden itself is open free to the public during the day; There is a fee for the Museum galleries and the Menagerie. It has been listed as a UNESCO World Heritage Site in the Paris, banks of the Seine property since 2024.",https://fr.wikipedia.org/wiki/Jardin_des_plantes_de_Paris,Museum,48.843889,2.359444
Church Baptist,Baptisme,"Baptism or Baptist Christianity is an evangelical Christian movement, founded by the English John Smyth and Thomas Helwys in Holland in 1609. The movement professes the beliefs of the professing Church, including in particular the new birth and the baptism of the believer, stemming from Anabaptism. Churches belonging to the movement are called Baptist Churches.",https://fr.wikipedia.org/wiki/Baptisme,Church,,
Eglise du Sacré-Coeur de Gentilly,Église du Sacré-Cœur de Gentilly,"The Sacré-Cœur church, located in Gentilly, avenue Paul-Vaillant-Couturier, is also that of the Cité international universitaire de Paris. Its high bell tower and its neo-Romanesque and neo-Byzantine style make it a well-known element of the Parisian landscape.",https://fr.wikipedia.org/wiki/%C3%89glise_du_Sacr%C3%A9-C%C5%93ur_de_Gentilly,Church,48.816161,2.33629
Temple bouddhiste de l’association des Teochew de France,Quartiers asiatiques de Paris,The Asian districts of Paris are Parisian districts where a significant proportion of the population of Asian origin is represented with businesses and restaurants linked to their cultures of origin.,https://fr.wikipedia.org/wiki/Quartiers_asiatiques_de_Paris,Historic Site,,
Parc des portes de Paris,Parc Disneyland (Paris),"Disneyland Park (Disneyland Park in English) is a theme park of the Walt Disney Company located in France, in Marne-la-Vallée in Seine-et-Marne, and which opened its doors on April 12, 1992. It is part of the Disneyland Paris leisure complex, formerly called Euro Disney Resort then Disneyland Resort Paris. The resort is majority owned by the Walt Disney Company via Euro Disney SCA with 97.08% of the shares.",https://fr.wikipedia.org/wiki/Parc_Disneyland_(Paris),Park,48.8726083,2.77674722
La Maison des Canaux,La Maison du canal,"La Maison du canal is a detective novel by Georges Simenon published by Fayard, with the original edition having a cover designed by Bernard Bécan, in 1933. It is part of its author's series of “hard novels”.",https://fr.wikipedia.org/wiki/La_Maison_du_canal,Historic Site,,
Parcours sportif,Parcours de santé,"A fitness trail—also called a sports trail or fitness trail—is a sports walk punctuated by a set of physical or meditative activities, generally in a natural setting or an urban park.",https://fr.wikipedia.org/wiki/Parcours_de_sant%C3%A9,Park,,
Place de l'École Militaire,Place de l'École-Militaire,Place de l’École-Militaire is a square in the 7th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_de_l%27%C3%89cole-Militaire,Historic Site,48.854469,2.305788
Square Amiraux-Boinod,Jardin Henri-Sauvage,"The Henri-Sauvage garden, formerly Square Amiraux - Boinod, is a green space in the 18th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Jardin_Henri-Sauvage,Garden,48.89405,2.35228
Place du Louvre,Place du Louvre,"The Place du Louvre (French pronunciation: ) is a square immediately to the east of the Palais du Louvre in Paris, France. To the south is the Quai du Louvre and beyond that is the River Seine. The Hôtel du Louvre is also located here, between the Louvre Palace and the Palais Royal.",https://en.wikipedia.org/wiki/Place_du_Louvre,Historic Site,,
Jardin Biopark,Jardin Biopark,"The Biopark garden is a green space in the 13th arrondissement of Paris, in the Gare district.",https://fr.wikipedia.org/wiki/Jardin_Biopark,Garden,48.827817,2.382809
Passerelle Arts Et Metiers,Art déco,"Art Deco (abbreviation of “decorative art”) is an artistic movement of global scope born gradually in the 1910s and which came into full bloom during the 1920s, before slowly declining from the 1930s. It embraces all artistic activities and crafts. The “Art Deco style” takes its name from the International Exhibition of Modern Decorative and Industrial Arts which was held in Paris in 1925.",https://fr.wikipedia.org/wiki/Art_d%C3%A9co,Historic Site,,
Fontaine de l'Observatoire,Fontaine de l'Observatoire,"The Fontaine de l'Observatoire is a monumental fountain located in the Jardin Marco Polo, south of the Jardin du Luxembourg in the 6th arrondissement of Paris, with sculpture by Jean-Baptiste Carpeaux. It was dedicated in 1874. It is also known as the Fontaine des Quatre-Parties-du-Monde, for the four parts of the world embodied by its female figures, or simply the Fontaine Carpeaux.",https://en.wikipedia.org/wiki/Fontaine_de_l%27Observatoire,Monument / Landmark,,
Square de la Salamandre,Square de la Salamandre,Square de la Salamandre is a square in the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_de_la_Salamandre,Historic Site,48.857778,2.405833
La Splendens Factory,La Révélation des Pyramides,"The Revelation of the Pyramids is a pseudoscientific documentary, directed by Patrice Pouillard and released in 2010, then widely distributed on the internet from 2012. Written by Patrice Pouillard and Jacques Grimault, the film highlights pseudohistorical theories put forward by the latter.",https://fr.wikipedia.org/wiki/La_R%C3%A9v%C3%A9lation_des_Pyramides,Historic Site,,
Parc Marmottan,Musée Marmottan Monet,"The Marmottan Museum, which became the Marmottan Monet Museum in the 1990s, is a fine arts museum located in Paris. It notably presents a collection of art objects and paintings from the First Empire, as well as works by impressionist painters including the largest collection in the world of works by Claude Monet.",https://fr.wikipedia.org/wiki/Mus%C3%A9e_Marmottan_Monet,Museum,48.859361,2.2675
Place du Générale Leclerc,Philippe Leclerc de Hauteclocque,"Philippe Leclerc de Hauteclocque, better known as General Leclerc or Marshal Leclerc, born Philippe de Hauteclocque on November 22, 1902 in Belloy-Saint-Léonard (Somme) and died in a plane crash on November 28, 1947 near Colomb-Béchar (French Algeria), is a French soldier, one of the main military leaders of Free France during the Second World War. A major figure of the Liberation, he is particularly known for having commanded the 2nd Armored Division.",https://fr.wikipedia.org/wiki/Philippe_Leclerc_de_Hauteclocque,Historic Site,,
Place de Passy,Place de Passy,Place de Passy is a street located in the Muette district of the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_de_Passy,Historic Site,48.8577923,2.2776883
Jardin des Meuniers,Jardin botanique de Bruxelles,"The Botanical Garden of Brussels (in Dutch: Kruidtuin van Brussel), is a green space in Saint-Josse-ten-Noode in the Brussels-Capital region in Belgium.",https://fr.wikipedia.org/wiki/Jardin_botanique_de_Bruxelles,Garden,50.85488,4.365192
Église du Cœur-Eucharistique-de-Jésus,Église du Cœur-Eucharistique-de-Jésus de Paris,The Church of the Eucharistic Heart of Jesus is a Catholic church located rue du Lieutenant-Chauré in the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/%C3%89glise_du_C%C5%93ur-Eucharistique-de-J%C3%A9sus_de_Paris,Church,48.86775,2.406472
Musée d'Art Moderne (MAM),Musée d'Art moderne,A Museum of Modern Art can refer to several museums dedicated to modern art:,https://fr.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_moderne,Museum,,
Square de la place de Bitche,Square Serge-Reggiani,"Square Serge-Reggiani, a green space in the 19th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Square_Serge-Reggiani,Historic Site,48.888953,2.37913
Les Salons Venitiens,Musée des Arts forains,"The Museum of Fairground Arts (officially ""Pavillons de Bercy · Musée des arts forains"") is located in the Bercy district in the 12th arrondissement of Paris, at the southeastern end of Bercy Park. This museum presents a collection of show objects from the 19th and 20th centuries.",https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_Arts_forains,Museum,48.833055555556,2.3888888888889
Appartements D'Edith Piaff,Édith Piaf,"Édith Piaf, stage name of Édith Gassion, born December 19, 1915 in Paris and died October 10, 1963 in Grasse (Alpes-Maritimes), is a French singer, songwriter, composer and actress. Nicknamed “La Môme Piaf” in her early days, she is at the origin of several hits that have become classics of the repertoire, such as La Vie en rose, Non, je ne regrette rien, Hymne à l'amour, Mon légionnaire, La Foule, Milord, Mon Dieu and L'Accordéoniste.",https://fr.wikipedia.org/wiki/%C3%89dith_Piaf,Historic Site,,
Jardin Lily laskine,Jardin Lily-Laskine,"The Lily-Laskine garden is a green space in the 17th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Jardin_Lily-Laskine,Garden,48.887281,2.28865
