name,url,short_description,ticket_price,ticket_price_conditions,opening_hours,payment_methods,address,visiting_services,ticket_price_raw
Cloître de la cathédrale de Fréjus,https://www.cloitre-frejus.fr/,"Visit the cloister of Saint-Léonce Cathedral, built in the 13th century, and admire its astonishing painted ceiling adorned with a unique bestiary.",7.0,Free for those under 26 years old,"From April 28th to July 31st
10am - 6pm
From September 1st to April 27th
10am - 1pm and 2pm - 5pm
Closed on Mondays
Note: Last access to the monument 30 minutes before closing time.
December 24th and 31st, the monument closes at 4pm.
Closed on January 1st, May 1st, November 1st and 11th, and December 25th",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"58, rue du Cardinal Fleury, 83600 Fréjus","Animals (except therapeutic dogs or guide dogs for the blind) are prohibited within the monument's grounds. | Smoking is prohibited throughout the site, both indoors and outdoors. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, are now smoke-free.",Price: 7 €
Château de Gramont,https://www.chateau-gramont.fr/,Discover a beautiful Renaissance dwelling overlooking the hills of Gascony.,7.0,Free for under 26s,"From January 1st to March 31st
Weekends and school holidays: 10am - 12:30pm and 2pm - 5:30pm
Outside school holidays: Tuesday to Friday by reservation
From April 1st to April 30th
10am - 12:30pm and 2pm - 5:30pm
From May 1st to May 31st
10am - 12:30pm and 2pm - 6:30pm
From September 1st to October 31st
10am - 12:30pm and 2pm - 5:30pm
From November 1st to December 31st
Weekends and school holidays: 10am - 12:30pm and 2pm - 5:30pm
Outside school holidays: Tuesday to Friday by reservation
Closed every Monday throughout the year.
Last access to the monument, 45 minutes before closing.
Closed on January 1st, May 1st, November 1st and 11th, and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"5 place du château, 82 120 GRAMONT","Dogs are not allowed within the castle grounds. | Strollers are allowed in the park, not allowed in the castle. | Photography is allowed in the castle without flash. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument (in application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, are becoming non-smoking areas.)",Price: 7 €
Abbaye du Mont-Saint-Michel,https://www.abbaye-mont-saint-michel.fr/,"Discover the Abbey of Mont-Saint-Michel, one of the first sites inscribed on the UNESCO World Heritage List.",13.0,Free for under 26s,"From May 1st to December 31st
9am - 7pm
From September 1st to April 30th
9:30am - 6pm
The abbey is closed on January 1st, May 1st and December 25th.
The abbey is exceptionally closed on October 5th, 2025, for the visit, but open to music as part of the Festival Via Aeterna.
Note:
Last entry allowed 1 hour before closing.
Last group slot accessible by reservation 1.5 hours before closing.
Last tablet collection 1.5 hours before closing.
Minors must be accompanied by a responsible adult to enter and visit the abbey.
The village of Mont-Saint-Michel is a commune and therefore accessible freely without ticket, reservation or time constraints.",,50170 Le Mont-Saint-Michel,"The entrance ticket gives access to the entire open areas for visit, including temporary exhibitions | Due to its location at the top of the rock and the large number of steps, access to the abbey requires a good state of health. The monument is difficult to access for people with disabilities, people suffering from certain pathologies and strollers. We thank you for the latter to access the abbey. | Some outdoor areas may be closed in case of bad weather conditions | Free toilets at the beginning and in the middle of the route, equipped with changing tables | Attention! For maintenance reasons, the number of toilets at the beginning of the route is limited until the end of August 2025. We thank you for your understanding. | A bookstore-shop is accessible with or without entrance ticket | Pets are not allowed, including in a carrying bag | Smoking is prohibited throughout the site, both indoors and outdoors of the monument: in application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor spaces where children and adolescents may be present or exposed, such as parks and public gardens, become smoke-free areas. | We thank you for not eating within the walls of the monument, both indoors and outdoors.",Price: 13€
Château de Rambouillet,https://www.chateau-rambouillet.fr/,"Enter into the intimacy of one of the princes', kings', and presidents' favorite stays.",11.0,Free for under 26s,"The Château, the Laiterie de la Reine (Queen’s Dairy) and the Chaumière (Willow Walk) are open every day except Tuesdays.
Closed on January 1st, May 1st and December 25th.
Château Hours
April 1st to September 30th
10h - 12h and 13h30 - 18h
October 1st to March 31st
10h - 12h and 13h30 - 17h
Laiterie de la Reine and Chaumière aux Coquillages (Shells Willow Walk) Hours
April 1st to September 30th
10h - 12h and 13h30 - 18h
October 1st to March 31st
13h30 - 17h
Park Hours
April 1st to September 30th
8h30 - 20h
October 1st to March 31st
8h30 - 18h
Free access to the park
Note:
Last access to monuments and the park 30 minutes before closing.
From November 20th to December 24th, the château tour will welcome the technical installations and decorations of the ""The Fabulous Noble"" show.
Exceptional closures of the château
Every weekend from November 29th to December 21st: Château visit only as part of the show ""The Fabulous Noble"". Laiterie and Chaumière closed.
Monday December 22nd morning: Château closed for dismantling the decorations of the ""The Fabulous Noble"" show.
Saturday May 30th morning: Château closed due to a project with schoolchildren (ACTE ""Art, Design and Diplomacy"" project)",,78120 Rambouillet,"Free parking and shaded in the park, 5 minutes walking from the château. | 1200 meters separate the château from the Laiterie de la Reine. Then allow a few minutes of walking through the English Garden to reach the Chaumière aux Coquillages. | Bookstore-gift shop in the château. | Toilets in the château only | The château is located in the heart of town, close to many shops and restaurants | No lockers. Large bags and suitcases are not authorized. Backpacks are carried on the stomach during the entire visit. | Pram and baby carrier are not allowed inside. Attention, no storage space. Provide a baby carrier. | Dogs must be kept on a leash in the park. Not allowed in the monuments, except guide dogs. | Photos are allowed without flash in the monuments. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public where children and adolescents may be present, such as public parks and gardens, become smoke-free areas.",Price: 11 €
Château de Carrouges,https://www.chateau-carrouges.fr/,"A prestigious home, a family history!",7.0,Free for under 26s,"From January to April:
Castle: 10am - 12:30pm and 2pm - 5:30pm
Park: 10am - 5:30pm
From May to August:
Castle: 10am - 12:45pm and 2pm - 6pm
Park: 10am - 6pm
From September to December:
Castle: 10am - 12:30pm and 2pm - 5:30pm
Park: 10am - 5:30pm
On December 24th and 31st: closed at 4pm.
Note: Last access 30 minutes before closing.
Open every day except January 1st, May 1st, November 1st and 11th, and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),61320 Carrouges,"The Park, the inner courtyard of the castle, the lower rooms of the keep, the hunting rooms, and some exhibitions are accessible free of charge and freely. | For groups, advance reservation may be required to access the monument and/or temporary exhibitions. Please consult the dedicated tabs for groups. | Pets on leads are allowed in the Park. In the castle, only guide dogs and assistance animals are allowed. | Dogs are exceptionally prohibited throughout the annual event ""A cor et à cri"". | The Château de Carrouges is not or only slightly heated. Please bring appropriate clothing. | A bookstore-shop awaits you to take a souvenir, find a book about the castle or simply treat yourself! | Strollers are allowed in the Park | Photos are allowed in the castle (without flash) | The castle is equipped with toilets with a changing area | Smoking is prohibited throughout the site, both indoors and outdoors of the monument, in application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas",Price: 7 €
Château d'Aulteribe,https://www.chateau-aulteribe.fr/,Discover a medieval architecture restored in the romantic era.,7.0,Free for under 26s,"Visit only guided
May 15th to September 15th
10:00 AM - 12:30 PM and 2:00 PM - 6:30 PM
Guided visit only: 10:15 AM; 11:15 AM; 2:15 PM; 3:15 PM; 4:15 PM; 5:15 PM
Closed on Mondays
September 16th to May 14th
10:00 AM - 12:30 PM and 2:00 PM - 5:30 PM
Guided visit only: 10:30 AM; 2:30 PM; 4:00 PM
Closed on Mondays
Closed on Tuesdays except for groups
Note: Free access to the park until 7:30 PM.
Closed on January 1st, May 1st, November 1st and 11th, December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),63120 Sermentizon,"Photos allowed without flash inside the monument | Dogs are prohibited except guide dogs, Dogs allowed on a leash in the park | Do not touch the artworks in the castle | Strollers allowed | Large suitcases and rolling bags are prohibited | Food is prohibited within the monument enclosure | Smoking is prohibited throughout the site, both inside and outside the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public where children and adolescents may be present or exposed, such as public parks and gardens, become smoke-free areas.",Price: 7 €
Trophée d'Auguste,https://www.trophee-auguste.fr/,"Discover the Trophée d'Auguste, one of the rare monuments of this type still preserved today.",7.0,Free for under 26s,"Open every day except Monday
May 2nd to 31st
10am - 6pm
September 1st to April 30th
10am - 1pm and 2pm - 5pm
Note: Last access 30 minutes before closing
Closed January 1st, May 1st, November 1st and 11th, December 25th
Early closure at 3:30pm on December 24th and 31st
",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"Cours Albert 1er, 06320 La Turbie","Bookshop-shop | Outdoor toilets on the site, Place de la Crémaillère | Dogs are not allowed (except guide and assistance dogs) | Picnics and ball games are prohibited | There is no locker. Luggage is not allowed. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, places of collective outdoor gathering where children and adolescents may be present or exposed, such as parks and public gardens, become non-smoking areas.",Price: 7 €
Site gallo-romain de Sanxay,https://www.site-galloromain-de-sanxay.fr/,"Discover the archaeological site of Sanxay, one of the major Gallo-Roman cities of the Roman province of Aquitaine, occupied from the 1st to the 4th century AD.",7.0,Free for those under 26 years old,"From September 16th to May 14th
10am - 1pm and 2pm - 5pm
Closed on Mondays and Tuesdays
From May 15th to September 15th
10am - 1pm and 2pm - 6pm
Closed on Mondays
Note: Last access to the monument 1 hour before closing.
Annual closure on January 1st, May 1st, November 1st, November 11th and December 25th, as well as the first two weeks of January after school holidays.
Exceptional closures: Thursday December 4th, Friday December 12th, Thursday December 17th and Friday December 19th all day.",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV),"Route de Ménigoute, 86600 Sanxay, Tel: 05 49 53 61 48, galloromain.sanxay@monuments-nationaux.fr","Possibility of rest during the visit and outdoors. | Picnic possible on the site from May 15th to September 15th from 10am to 6pm. | Bookstore-shop. | Suitcases and large backpacks are prohibited. Small bags (dimensions less than cabin format) are allowed. | Animals are not allowed, even in a transport bag, except for guide dogs for the visually impaired or assistance dogs. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outdoors where children and adolescents may be present or exposed, such as public parks and gardens, are smoke-free areas.",Price: 7 €
Arc de triomphe,https://www.paris-arc-de-triomphe.fr/,"At the top of the Champs-Élysées, on the Place de l’étoile, visit the Arc de triomphe, a national symbol.",16.0,Free for those under 26 years old.,"From April 1st to September 30th
From Wednesday to Monday 10:00 AM - 11:00 PM
Wednesdays 11:00 AM - 11:00 PM
From October 1st to March 31st
From Wednesday to Monday 10:00 AM - 10:30 PM
Wednesdays 11:00 AM - 10:30 PM
Note: Last access to the monument 45 minutes before closing.
Access is free to the Tomb of the Unknown Soldier.
Special openings on December 25th, 2025 and January 1st, 2026, from 10:00 AM to 5:30 PM (last access at 4:30 PM).",cash | bank cards | cheques | Culture cheques (UP) | holiday cheques (ANCV) | Lire cheques (only in the shop),"Place Charles de Gaulle, 75008 Paris","284 steps to access the terrace. An elevator is available only for people who need it, without the need to reserve in advance. | Maximum baggage allowed: 40x40x20cm. | No lockers in the monument, but the Paris Tourist Office lists all places to leave luggage in the capital. | Strollers are prohibited inside the monument. However, they can be deposited with the access control agents and retrieved at the end of your visit. | Dogs are prohibited, except for guide dogs accompanying visually impaired people. | Objects prohibited in the monument: flags, banners, selfie sticks, tripods, scooters, sharp objects, glass bottles, weapons.",Price: 16 €
Domaine national du Palais-Royal,https://www.domaine-palais-royal.fr/,"At the heart of Paris, facing the Louvre, visit a ""village in the city"".",0.0,,"From April 1st to September 30th
8:00 AM - 10:30 PM
From October 1st to March 31st
8:00 AM - 8:30 PM",,"8 rue Montpensier, 75001 Paris",,Not found
Maison des Jardies,https://www.maison-des-jardies.fr/,"In Sèvres, visit the Maison des Jardies, linked to the memory of two great men: Balzac and Gambetta.",7.0,Free for those under 26 years old,"Open Wednesdays, Thursdays and one weekend in two (except for exceptions).
Guided tour at 2:30 PM, followed by free visit from 4:00 PM to 6:30 PM.
Note: Last access to the monument 30 minutes before closing.
Closed January 1st, May 1st and December 25th.
To discover the days and opening hours of the Maison des Jardies, please refer to the calendar.",,"14, avenue Gambetta, 92310 Sèvres",Strollers not allowed. | Photos are allowed without flash. | Lockers are available. | The house has stairs and does not have an elevator.,Price: 7 €
Château de Voltaire,https://www.chateau-ferney-voltaire.fr/,Discover the castle where Voltaire spent the last twenty years of his life.,9.0,Free for EU under 26s,"Open every day
October 1st to March 31st
10am - 5pm
April 1st to September 30th
10am - 6pm

Please note: last access to the monument 45 minutes before closing. Evacuation 15 minutes before closing.
Closed January 1st, May 1st, and December 25th.",cash | bank cards | cheques | culture cheques | holiday cheques (ANCV) - money not refunded | Lire cheques (only in the shop),"1, allée du Château, 01210 Ferney-Voltaire",,Price: 9 €
