name,url,short_description,ticket_price,ticket_price_conditions,opening_hours,payment_methods,address,visiting_services,ticket_price_raw
Château de Haroué,https://www.chateau-haroue.fr/,"Découvrez le château de Haroué, chef-d'œuvre du XVIIIe siècle à 30 km de Nancy.",11.0,Gratuit pour les - de 26 ans,"Du 4 novembre au 19 décembre
Château ouvert uniquement sur réservation pour les groupes 
Les réservations doivent être effectuées une semaine au moins avant la date de visite.
Du 20 décembre au 30 décembre 
10h - 12h30 et 14h - 18h
Horaires des visites guidées
Semaine et week-end : 10h30, 11h30, 14h30 et 15h30
Fermeture les lundis 22 et 29 décembre, les 24, 25, 26 et 31 décembre et les 1er et 2 janvier",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Place du Château, 54740 Haroué","Les valises et les gros sacs de randonnées sont interdits. Les petits sacs (dimensions inférieures au format cabine) sont autorisés. | Les photographies avec flash sont interdites. | Les animaux ne sont pas autorisés. | Les vélos sont interdits. | Il est interdit manger dans le monument. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument.
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 11 €
Hôtel de la Marine,https://www.hotel-de-la-marine.paris/,Découvrez un joyau du XVIIIe siècle place de la Concorde.,13.0,Gratuit pour les - de 26 ans,"Tous les jours : 10h30 - 19h
Nocturne le vendredi jusqu'à 21h30 
Attention : dernier accès au monument 45 minutes avant la fermeture
Les créneaux du mardi après-midi, jeudi matin et la première nocturne du mois sont réservés en priorité aux visites en groupe.
Fermeture les 1er janvier, 1er mai et 25 décembre.
Le premier du dimanche du mois est gratuit de novembre à mars à l’Hôtel de la Marine. L’accès au monument se fait uniquement le jour même, sans réservation, selon l’ordre d’arrivée et dans la limite des places disponibles.",,"2, Place de la Concorde, 75008 Paris","Toilettes gratuites au sein du monument | Table à langer | Local à poussettes | Prêt de porte-bébés | Vestiaire avec casiers 40 x 40 cm | Prêt de fauteuils roulants et de cannes-sièges | Wifi gratuit et public dans l'ensemble du monument | Restaurant Mimosa et Café Lapérouse accessibles sans billet d'entrée | Librairie-boutique accessible sans billet d'entrée tous les jours de 11h à 19h15 et en nocturne le vendredi jusqu'à 21h45 | Photos autorisées dans les espaces de visite sans flash | Animaux de compagnie non autorisés au sein du monument à l’exception des chiens guides pour aveugles et malvoyants, conformément à la loi | Sacs et valises, même de petite taille, non autorisés dans le monument en raison du plan Vigipirate | Poussettes non autorisées dans les espaces de visite | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument",Tarif : à partir de 13 €
Forteresse de Salses,https://www.forteresse-salses.fr/,Visitez une imposante forteresse du XVIe siècle située entre les étangs de Salses et les Corbières.,7.5,Gratuit pour les - de 26 ans,"Du 1er avril au 30 septembre 
10h - 18h30
Du 1er octobre au 31 mars
10h - 12h45 et 14h - 17h15
Attention : 
Dernier billet délivré 45 minutes avant la fermeture du monument.
Fermeture les 1er janvier, 1er mai, 1er novembre, 11 novembre et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Le Portichol, 66600 Salses-le-Château","Stationnement interdit aux abords de la forteresse (Par arrêté Préfectoral). | Parking municipal ouvert toute l’année, payant et surveillé de mi-juin à mi-septembre. | Autres places de parking disponibles près de l'aire de jeux pour enfants. | Pour les camping-cars, il est conseillé de se garer sur le parking de la cave Arnaud de Villeneuve. | Parking vélo disponible | Les poussettes sont autorisées uniquement dans les parties basses du monument | Librairie boutique | Distributeur de boissons et friandises | Les pique-niques sont interdits mais possible à l'extérieur du monument. | Les animaux sont interdits, sauf les chiens d'assistance. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, deviennent des espaces sans tabac.","Tarif : 7,5 €"
Château de Talcy,https://www.chateau-talcy.fr/,Visitez ce domaine agricole édifié au XVIe siècle au destin marqué par les poètes.,7.0,Gratuit pour les - de 26 ans,"Fermeture exceptionnelle le jeudi 8 janvier 2026.
Du 5 septembre au 30 avril
10h – 12h30
14h – 17h  
Fermé le mardi
Du 2 mai au 4 septembre
9h30 – 12h30
14h – 18h 
Fermeture les 1er janvier, 1er mai et 25 décembre.
Dernier accès 60 mn avant la fermeture.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Château de Talcy, 41370 Talcy","Librairie-boutique qui propose un large éventail de livres et d’objets pour les grands et les petits | Toilettes | Parking | Parking PMR | Parking à vélos | Aire de pique-nique en libre accès à l'extérieur du monument | Interdit aux animaux | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac. | Poussettes autorisées pour les extérieurs et le jardin, interdites à l’intérieur du château",Tarif : 7 €
Crypte et tour de la cathédrale de Bourges,https://www.bourges-cathedrale.fr/,"Visitez la crypte et la tour de la cathédrale de Bourges, inscrite par l’UNESCO sur la liste du patrimoine mondial.",9.0,Gratuit pour les - de 26 ans,"CRYPTE 
Visite uniquement commentée (tous les jours sauf le dimanche matin)
Avril 
10h15 ; 11h15 ; 14h30 ; 15h45 ; 17h
Mai - août
10h ; 11h15 ; 14h30 ; 16h ; 17h30

Septembre 
10h15 ; 11h15 ; 14h30 ; 15h45 ; 17h

Octobre - mars 
Fermetures exceptionnelles : 30 novembre, 15 décembre matin et 26 décembre
10h ; 11h15 ; 14h30 ; 15h30 ; 16h30
  TOUR 
Visite uniquement accompagnée et réservée aux individuels
(les vendredis et samedis toute la journée, les dimanches après-midi et jours fériés) 
Du 3 juillet au 30 août 
9h45 ; 10h45 ; 14h15 ; 15h15 ; 16h15 ; 17h15 
 Fermetures : dimanche matin, 1er janvier, 1er mai, 1er et 11 novembre, et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV),"place Etienne Dolet, 18000 Bourges",Crypte : 2 personnes minimum / 49 personnes maximum | Tour : 2 personnes minimum / 18 personnes maximum. Déconseillée aux femmes enceintes et personnes souffrant de problèmes cardiaques | Chiens non autorisés | Photos autorisées sans pied,Tarif : 9 €
Sites et musée archéologiques de Montmaurin,https://www.montmaurin-archeo.fr/,"Découvrez les vestiges de la villa gallo-romaine de Lassalles, l'une des plus vastes connues en France.",5.0,Gratuit pour les - de 26 ans,"Du 1er mai au 31 août
Musée : 10h - 18h 
Villa Lassalles : 10h - 12h30 et 14h - 18h 
Site fermé le lundi
Du 1er septembre au 30 avril 
Musée : 10h - 12h30 et 14h - 17h30 
Villa Lassalles : sur réservation 
Site fermé les lundi et mardi 
Fermé les 1er janvier, 1er mai, 1er novembre, 11novembre et 25 décembre.
Attention : dernier accès 45 minutes avant la fermeture.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"1 route de Blajan, 31 350 Montmaurin","Poussettes autorisées | Photos autorisées | Les chiens ne sont pas autorisés, ni dans le musée, ni dans la villa | Interdiction de fumer sur l'ensemble du site, tant à l'extérieur qu'à l'intérieur du monument (en application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.)",Tarif : 5 €
Site archéologique de Glanum,https://www.site-glanum.fr/,"Visitez un oppidum gaulois installé au cœur du massif des Alpilles, au carrefour de grandes voies de circulation.",9.0,Gratuit pour les - de 26 ans.,"Du 1er avril au 30 septembre
9h30 - 18h   
Du 1er octobre au 31 mars
10h - 17h (10h - 16h les 24 et 31 décembre) - Fermé les lundis 
ATTENTION : fermeture exceptionnelle le mardi 16/12
À noter : dernier accès au monument, 45 minutes avant la fermeture.
Fermeture les 1er janvier, 1er mai, 1er et 11 novembre, 21 et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Avenue Vincent Van-Gogh, 13 210 Saint-Rémy-de-Provence",,Tarif : 9 €
Château de Chareil-Cintrat,https://www.chareil-cintrat.fr/,Partez pour un voyage à travers l'art et l'humanisme de la Renaissance grâce à son décor peint.,5.0,Gratuit pour les - de 26 ans.,"Du 15 juin au 15 septembre
10h - 12h et 14h - 18h
Fermé les lundis
Le château est fermé les 30 et 31 août.
Du 16 septembre au 14 juin
Ouvert sur rendez-vous pour les groupes. 
À noter : dernier accès au monument, une heure avant la fermeture.
Accès libre au parc au cours de la dernière heure.
Fermeture les 1er janvier, 1er mai, 1er et 11 novembre, 25 décembre.",espèces | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),03140 Chareil-Cintrat,"Pour les réservations par téléphone au 04 73 53 14 55 ou par mail à chateau-chareil-cintrat@monuments-nationaux.fr | Chiens non autorisés dans le château et dans le parc sauf chiens guides et d'assistance. | Poussettes autorisées. | Photos autorisées dans le château sans flash. | Interdiction de fumer sur l'ensemble du site, tant à l'intérieur qu'à l'extérieur du monument. En application du décret n°2025-582 du 7 juin 2025 relatif au espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 5 €
Abbaye de La Sauve-Majeure,https://www.abbaye-la-sauve-majeure.fr/,"À 25 km de Bordeaux, découvrez l'abbaye de La Sauve-Majeure, patrimoine mondial UNESCO",7.0,Gratuit pour les - de 26 ans,"Du 26 mai au 28 septembre 2025 
10h - 13h15 et 14h - 18h
Ouvert tous les jours
Du 29 septembre 2025 à la fin mai 2026
10h30 - 13h et 14h - 17h30
Du mardi au dimanche
 À noter : dernier accès au monument, 45 min avant la fermeture.
Fermeture les 1er janvier, lundi de Pâques, 1er mai et 25 décembre.",Espèces | Carte bancaire (sauf American express) | Chèque | Chèque-vacances (droit d'entrée) | Chèque Culture (droit d'entrée et produits en boutique) | Chèque Lire (sur les produits en boutique),"14, rue de l'abbaye, 33670 La Sauve","Durée de visite conseillée : 1h de visite. | Document de visite (disponible en français, anglais, allemand, italien, espagnol, néerlandais et portugais) et dépliant de la programmation culturelle. | Panneaux d’interprétation. | Espace lapidaire modernisé. | Parking le long du mur de l’abbaye et place St Jean. | Librairie-boutique. | Toilettes. | Chiens autorisés, tenus en laisse. | L'accès au sommet de la tour nécessite un bon état de santé. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 7 €
Fort Saint-André,https://www.fort-saint-andre.fr/,Découvrez une ancienne sentinelle offrant un panorama exceptionnel du palais des papes au mont Ventoux.,7.0,Gratuit pour les - de 26 ans,"Du 1er juin au 13 juillet 
10h - 13h et 14h - 18h
Du 14 juillet au 31 août 
9h - 13h et 14h - 18h
Du 1er au 30 septembre 
10h - 13h et 14h - 18h
Du 1er octobre au 31 mai
10h - 13h et 14h - 17h
Attention : dernier accès au monument, une heure avant la fermeture.
Fermeture les 1er janvier, 1er mai, 1er et 11 novembre, 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"57A, rue Montée du Fort, 30400 Villeneuve-Lez-Avignon","Tenues correctes (torse nu, pieds nus et maillot de bain interdits) | Chiens tenus en laisse acceptés | Trépied pour photos et drone interdits | En cas d'orage, pluie ou vent violent, fortes chaleurs les espaces extérieurs (terrasses du chemin de ronde, accès chapelle) sont susceptibles d'être fermés. | Sol accidenté | Nombreuses marches : 200 | Le fort ne dispose pas de consignes, les sacs à dos et valises sont interdits dans l'enceinte du monument. | Les couteaux et aérosols sont interdits. | En période de forte chaleur pensez à venir avec une bouteille d'eau (un point d'eau est disponible au départ du parcours de visite) et un chapeau. | Prévoir de bonnes chaussures | Une salle d’introduction à la visite avec une vidéo et des panneaux en français est accessible au début du parcours. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 7 €
Maison Ernest Renan,https://www.maison-ernest-renan.fr/,"Découvrez la maison d'enfance d'Ernest Renan à Tréguier, petite cité de Bretagne.",5.0,Gratuit pour les - de 26 ans,"Du 2 avril au 27 septembre 2025

10h30 - 13h et 14h - 18h
Du mercredi au dimanche
Attention : dernier accès au monument, 30 mn avant la fermeture.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"20, rue Ernest Renan, 22220 TREGUIER, Tél. : 33 / (0)2 96 92 45 63","Chiens non autorisés dans la Maison | Poussettes autorisées dans le jardin, non autorisées dans la Maison. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument.
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac. | Photos non professionnelles autorisées dans la Maison et le jardin. | Photos professionnelles - sur demande",Tarif : 5 €
Cathédrale de Chartres,https://www.chartres-cathedrale.fr/,"Découvrez une cathédrale dont l'architecture a marqué l'art gothique, ainsi que son Trésor, l'un des plus emblématiques de France.",7.0,Gratuit pour les - de 26 ans,"Fermeture exceptionnelle le vendredi 23 janvier 2026.
Du 5 septembre au 30 avril
10h – 12h45 et 14h – 17h
Du 2 mai au 4 septembre
10h – 12h45 et 14h – 18h
À noter : Dernière visite à 16h45.
Fermetures annuelles les 1er janvier, 1er mai et 25 décembre. Fermé le dimanche matin.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"16 Cloître Notre-Dame, 28000 Chartres","Parking public Chartres cathédrale ou Chartres cœur de ville | Interdit aux chiens | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac. | Valises non autorisées | Poussettes interdites pour la visite des hauteurs | Les visites guidées sont proposées uniquement en français",Tarif : 7 €
Grotte de Pair-non-Pair,https://www.pair-non-pair.fr/,"Découvrez la grotte de Pair-non-Pair, une des plus anciennes grottes ornées au monde.",13.0,Gratuit pour les - de 26 ans,"La grotte est ouverte uniquement dans le cadre de visites guidées. La réservation d'un horaire de visite en ligne est obligatoire.  En savoir plus
BILLETTERIE EN LIGNE
 L'accueil, l'espace muséographique et la boutique sont ouverts
Du 1er juin au 30 septembre
9h30 - 12h30 et 14h - 18h30
Du 1er octobre au 31 mai
9h30 - 12h30 et 14h - 17h30
Fermeture les lundis, 1er janvier, 1er mai et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"2, Chemin de Pair-non-Pair, 33710 Prignac et Marcamps",,Tarif : 13 €
Domaine national du château de Coucy,https://www.chateau-coucy.fr/,"Au nord de Soissons, découvrez les impressionnants vestiges du château fort de Coucy !",7.0,Gratuit pour les - de 26 ans,"Ouvert tous les jours

Du 5 septembre au 30 avril
10h - 13h et 14h - 17h30
Du 2 mai au 4 septembre
10h - 13h et 14h - 18h30
 Attention : dernier accès au monument, 45 minutes avant la fermeture.
Fermeture les 1er janvier, 1er mai et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique) | passion monuments,"Rue du château, 02380 Coucy le Château Auffrique","Chiens autorisés uniquement tenus en laisse dans le parc | Poussettes autorisées dans le château | Photos autorisées dans le château | Toilettes | Interdiction d'escalader les murailles, de grimper sur les pierres | Environ 40 marches (tour de la terrasse, salle des souterrains)",Tarif : 7 €
Domaine national de Saint-Cloud,https://www.domaine-saint-cloud.fr/,"Aux portes de Paris, visitez 460 hectares de jardins animés de fontaines et de sculptures.",0.0,,"Mars, avril, septembre, octobre
7h30 - 20h50
Mai à août
7h30 - 21h50
Novembre à février
7h30 - 19h50",espèces | cartes bancaires | chèque,"1 avenue de la grille d'honneur, 92210 Saint-Cloud","Chiens autorisés dans le domaine tenus en laisse | Pique-niques autorisés | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument.
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : Gratuit
Cloître de la cathédrale de Fréjus,https://www.cloitre-frejus.fr/,"Visitez le cloître de la cathédrale Saint-Léonce, édifié au XIIIe siècle, et admirez son étonnant plafond peint orné d'un bestiaire unique.",7.0,Gratuit pour les - de 26 ans,"Du 28 avril au 31 août
10h - 18h
Du 1er septembre au 27 avril 
10h - 13h et 14h - 17h
Fermé le lundi
À noter : dernier accès au monument 30 minutes avant la fermeture
 Les 24 et 31 décembre, le monument ferme ses portes à 16h.
Fermeture les 1er janvier, 1er mai, 1er et 11 novembre, 25 décembre",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"58, rue du Cardinal Fleury, 83600 Fréjus","Les animaux (à l'exception des chiens thérapeutiques ou chiens guides d'aveugle) sont interdits dans l'enceinte du monument. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. 
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 7 €
Château de Gramont,https://www.chateau-gramont.fr/,Découvrez une belle demeure Renaissance dominant les collines de Gascogne.,7.0,Gratuit pour les - de 26 ans,"Du 1er janvier au 31 mars
Week-end et vacances scolaires : 10h - 12h30 et 14h - 17h30 
Hors vacances scolaires : du mardi au vendredi sur réservation
Du 1er avril au 30 avril
10h - 12h30 et 14h - 17h30 
Du 1er mai au 31 août 
10h - 12h30 et 14h - 18h30
Du 1er septembre au 31 octobre
10h - 12h30 et 14h - 17h30 
Du 1er novembre au 31 décembre
Week-end et vacances scolaires : 10h - 12h30 et 14h - 17h30 
Hors vacances scolaires : du mardi au vendredi sur réservation
Fermé le lundi toute l'année. 
Dernier accès au monument, 45 min avant la fermeture.
Fermeture les 1er janvier, 1er mai, 1er et 11 novembre et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"5 place du château, 82 120 GRAMONT","Chiens non-autorisés dans l'enceinte du château. | Poussettes autorisées dans le parc, non autorisées dans le château. | Photos autorisées dans le château sans flash. | Interdiction de fumer sur l'ensemble du site, tant à l'extérieur qu'à l'intérieur du monument (en application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.)",Tarif : 7 €
Abbaye du Mont-Saint-Michel,https://www.abbaye-mont-saint-michel.fr/,"Découvrez l'abbaye du Mont-Saint-Michel, un des premiers sites inscrits sur la liste du patrimoine mondial de l'UNESCO.",13.0,Gratuit pour les - de 26 ans,"Du 1er mai au 31 août
9h - 19h
Du 1er septembre au 30 avril
9h30 - 18h
Fermeture de l'abbaye les 1er janvier, 1er mai et 25 décembre.
Fermeture exceptionnelle de l'abbaye le 5 octobre 2025 pour la visite, mais ouverte à la musique dans le cadre du Festival Via Aeterna.
 À noter : 
Dernière entrée autorisée 1h avant la fermeture.
Dernier créneau groupe accessible sur réservation 1h30 avant la fermeture.
Dernier retrait des tablettes 1h30 avant la fermeture.
Les mineurs doivent obligatoirement être accompagnés d’une personne majeure pour entrer et visiter l’abbaye. 
Le village du Mont-Saint-Michel est une commune et par conséquent est accessible librement sans réservation, billet ou contrainte horaire.",,50170 Le Mont-Saint-Michel,"Le ticket d’entrée du monument donne accès à l’ensemble des espaces ouverts à la visite, expositions temporaires incluses | De par sa situation au sommet du rocher et le grand nombre de marches, l’accès à l’abbaye nécessite un bon état de santé. Le monument est difficile d'accès pour les PMR, les personnes souffrant de certaines pathologies et les poussettes. Nous vous remercions de plier ces dernières pour accéder à l'abbaye. | Certains espaces extérieurs peuvent être fermés en cas de mauvaises conditions climatiques | Sanitaires gratuits en début et en milieu de parcours, équipés de tables à langer
Attention ! Pour des raisons de maintenance, le nombre de toilettes en début de parcours est limité jusqu'à la fin du mois d'août 2025. Nous vous remercions pour votre compréhension. | Une librairie-boutique est accessible avec ou sans billet d'entrée | Les animaux de compagnie ne sont pas acceptés, y compris dans un sac de transport | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument : en application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac. | Nous vous remercions de ne pas manger dans l'enceinte du monument, dans les espaces intérieurs comme extérieurs.",Tarif : 13€
Château de Rambouillet,https://www.chateau-rambouillet.fr/,"Entrez dans l’intimité de l’un des séjours favoris des princes, rois, et présidents de la République.",11.0,Gratuit pour les - de 26 ans,"Le Château, la Laiterie de la Reine et la Chaumière sont ouverts tous les jours sauf les mardis.
Fermés le 1er janvier, le 1er mai et le 25 décembre
Horaires du château
Du 1er avril au 30 septembre
10h - 12h et 13h30 - 18h
Du 1er octobre au 31 mars
10h - 12h et 13h30 - 17h
Horaires de la Laiterie de la Reine et de la Chaumière aux coquillages
Du 1er avril au 30 septembre
10h - 12h et 13h30 - 18h
Du 1er octobre au 31 mars
13h30 - 17h
Horaires du parc
Du 1er avril au 30 septembre
8h30 - 20h
Du 1er octobre au 31 mars
8h30 - 18h
Accès libre au parc
 À noter :
Dernier accès dans les monuments et le parc, 30 minutes avant la fermeture.
Du 20 novembre au 24 décembre, le parcours de visite du château accueillera les installations techniques et les décors du spectacle ""Le fabuleux Noël"". 
 Fermetures exceptionnelles du château
Tous les weekends du 29 novembre au 21 décembre : visite du château uniquement dans le cadre du spectacle Le Fabuleux Noël. Laiterie et Chaumière fermées.
Le lundi 22 décembre matin : fermeture du château pour le démontage des décors du spectacle Le Fabuleux Noël. 
Le samedi 30 mai matin : fermeture du château en raison d'un projet avec des scolaires (projet ACTE ""Art, Design et Diplomatie"")",,78120 Rambouillet,"Parkings gratuits et ombragés dans le parc, à 5 minutes à pied du château. | 1200 mètres séparent le château de la Laiterie de la Reine. Prévoir ensuite quelques minutes de marche à travers le Jardin anglais pour vous rendre à la Chaumière aux coquillages. | Librairie-boutique dans le château. | Toilettes au château uniquement | Le château est situé en cœur de ville, à proximité immédiate de nombreux commerces et points de restauration | Pas de consignes. Grands sacs et valises non-autorisés. Les sacs à dos sont portés sur le ventre pendant toute la durée de la visite. | Poussette et porte-bébé dorsal de randonnée non-autorisés en intérieur. Attention, pas de local de stockage. Prévoir un porte-bébé ventral. | Chiens tenus en laisse dans le parc. Non autorisés dans les monuments, hors chiens guides. | Photos autorisées sans flash dans les monuments. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 11 €
Château de Carrouges,https://www.chateau-carrouges.fr/,"Une demeure de prestige, une histoire de famille !",7.0,Gratuit pour les - 26 ans,"De janvier à avril :
Château : 10h - 12h30 et 14h - 17h
Parc : 10h - 17h
De mai à août : 
Château : 10h - 12h45 et 14h - 18h
Parc : 10h - 18h
De septembre à décembre :
Château : 10h - 12h30 et 14h - 17h
Parc : 10h - 17h
Les 24 et 31 décembre : fermeture à 16h.
À noter : dernier accès 30 min avant la fermeture.
Ouvert tous les jours sauf 1er janvier, 1er mai , 1er et 11 novembre et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),61320 Carrouges,"Le Parc, la cour intérieure du château, les salles basses du donjon, les salles de chasse ainsi que certaines expositions sont accessibles gratuitement et librement. | Pour les groupes, une réservation en avance peut être nécessaire pour accéder au monument et/ou aux expositions temporaires. Consultez les onglets dédiés aux groupes. | Les animaux tenus en laisse sont autorisés dans le Parc. Dans le château, seuls les chiens-guides et animaux d'assistance sont autorisés. | Les chiens sont exceptionnellement interdits sur tout le domaine au cours de la journée événement annuelle ""A cor et à cri"". | Le Château de Carrouges n'est pas ou que peu chauffé. Prévoyez une tenue adaptée | Une librairie-boutique vous attend pour rapporter un souvenir, trouver un livre sur le château ou juste vous faire plaisir ! | Les poussettes sont autorisées dans le Parc | Les photos sont autorisées dans le château (sans flash) | Le château est équipé de toilettes avec un espace change-bébé | Il est interdit de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument, en application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac",Tarif : 7 €
Château d'Aulteribe,https://www.chateau-aulteribe.fr/,Découvrez une architecture médiévale restaurée à l'époque romantique.,7.0,Gratuit pour les - de 26 ans,"Visite uniquement commentée
Du 15 mai au 15 septembre 
10h - 12h30 et 14h - 18h30
Visite uniquement guidée : 10h15 ; 11h15 ; 14h15 ; 15h15 ; 16h15 ; 17h15
Fermé les lundis
Du 16 septembre au 14 mai  
10h - 12h30 et 14h-17h30
Visite uniquement guidée : 10h30 ; 14h30 ; 16h
Fermé les lundis 
Fermé les mardis sauf pour les groupes
À noter : Accès libre au parc jusqu'à 19h30.

Fermeture les 1er janvier, 1er mai, 1 et 11 novembre, 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),63120 Sermentizon,"Photos autorisées sans flash dans le monument | Chiens interdits sauf chiens guides, Chiens tenus en laisse autorisé dans le parc | Interdit de toucher les œuvres dans le château | Poussettes autorisées | Grands sacs et valises à roulettes interdites | Nourriture interdite dans l'enceinte du monument | Interdiction de fumer sur l'ensemble du site, tant à l'intérieur qu'à l'extérieur du monument. En application du décret n°2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 7 €
